Date Code Year/MMWR Week,County,Sum of Age 0-4,Sum of Age 5-24,Sum of Age 25-49,Sum of Age 50-64,Sum of Age 65 and older,Sum of Total Patients Seen,Sum of Total ILI
201224,Klamath,0,0,0,0,0,537,0
201224,Lane,0,0,0,0,0,106,0
201224,Washington,0,2,0,0,0,42,2
201225,Benton,0,0,0,0,0,153,0
201225,Coos,5,2,0,0,0,273,7
201225,Deschutes,0,0,0,1,0,26,1
201225,Douglas,1,0,0,0,0,73,1
201225,Jefferson,0,0,0,0,0,337,0
201225,Josephine,2,1,0,0,0,252,3
201225,Klamath,0,0,0,0,0,467,0
201225,Lincoln,0,0,0,0,0,100,0
201226,Benton,0,0,0,0,0,347,0
201226,Coos,2,3,0,0,0,200,5
201226,Deschutes,0,0,0,0,0,27,0
201226,Douglas,1,0,0,0,0,83,1
201226,Jefferson,0,0,0,0,0,332,0
201226,Josephine,3,0,0,0,0,192,3
201226,Klamath,0,0,0,0,0,516,0
201227,Benton,0,0,0,0,0,271,0
201227,Coos,1,1,0,0,0,103,2
201227,Deschutes,0,0,0,0,0,27,0
201227,Douglas,0,0,0,0,0,60,0
201227,Jefferson,0,0,0,0,0,288,0
201227,Josephine,2,0,0,0,0,157,2
201227,Klamath,0,0,0,0,0,382,0
201227,Lincoln,0,0,0,0,0,73,0
201228,Benton,0,0,0,0,0,386,0
201228,Coos,1,2,0,0,0,196,3
201228,Deschutes,0,0,0,0,0,20,0
201228,Douglas,0,1,0,0,0,101,1
201228,Jefferson,0,0,0,0,0,379,0
201228,Josephine,0,0,0,0,0,211,0
201228,Klamath,0,0,0,0,0,505,0
201228,Lincoln,0,1,0,0,0,93,1
201229,Benton,0,0,0,0,0,339,0
201229,Deschutes,0,0,0,0,0,23,0
201229,Douglas,1,0,0,0,0,92,1
201229,Jefferson,0,0,0,0,0,365,0
201229,Josephine,4,1,0,0,0,195,5
201229,Klamath,0,0,0,0,0,451,0
201229,Lane,0,0,0,0,0,100,0
201230,Benton,0,0,0,0,0,314,0
201230,Deschutes,0,0,0,0,0,25,0
201230,Douglas,0,0,0,0,0,94,0
201230,Jefferson,0,0,0,0,0,341,0
201230,Josephine,2,3,0,0,0,230,5
201230,Klamath,0,0,0,0,0,372,0
201230,Lincoln,0,0,0,0,0,77,0
201231,Benton,0,0,0,0,0,302,0
201231,Douglas,0,0,0,0,0,100,0
201231,Jefferson,0,0,0,0,0,354,0
201231,Josephine,2,0,0,0,0,197,2
201231,Klamath,0,0,0,0,0,535,0
201231,Lincoln,0,0,0,0,0,94,0
201231,Washington,0,1,0,0,0,40,1
201232,Benton,0,1,0,0,0,311,1
201232,Deschutes,0,0,0,0,0,30,0
201232,Douglas,0,1,0,0,0,103,1
201232,Jefferson,0,0,0,0,0,341,0
201232,Josephine,3,1,0,0,0,236,4
201232,Klamath,0,0,0,0,0,428,0
201232,Lincoln,0,0,0,0,0,77,0
201232,Washington,1,0,0,0,0,17,1
201233,Benton,0,0,0,0,0,323,0
201233,Deschutes,0,0,0,0,0,24,0
201233,Douglas,0,0,0,0,0,132,0
201233,Jefferson,0,0,0,0,0,313,0
201233,Josephine,3,0,0,0,0,232,3
201233,Klamath,0,0,0,0,0,520,0
201233,Washington,0,2,0,0,0,38,2
201234,Benton,0,0,0,0,0,267,0
201234,Deschutes,0,0,0,0,0,15,0
201234,Douglas,0,0,0,0,0,108,0
201234,Jefferson,0,0,0,0,0,318,0
201234,Josephine,3,1,0,0,0,195,4
201234,Klamath,0,0,0,0,0,393,0
201234,Lincoln,0,0,0,0,0,106,0
201235,Benton,0,0,0,0,0,255,0
201235,Deschutes,0,0,0,0,0,14,0
201235,Douglas,0,1,0,0,0,94,1
201235,Jefferson,0,0,0,0,0,338,0
201235,Josephine,3,2,0,0,0,179,5
201235,Klamath,0,0,0,0,0,444,0
201236,Benton,0,0,1,0,0,254,1
201236,Deschutes,0,0,0,0,0,11,0
201236,Douglas,0,2,0,0,0,80,2
201236,Jefferson,0,0,0,0,0,281,0
201236,Josephine,3,0,0,0,0,119,3
201236,Klamath,0,0,0,0,0,479,0
201236,Lincoln,0,0,0,0,0,77,0
201237,Benton,0,0,1,0,0,116,1
201237,Deschutes,0,0,0,0,0,24,0
201237,Douglas,0,0,0,0,0,101,0
201237,Jefferson,0,0,0,0,0,391,0
201237,Josephine,5,4,0,0,0,257,9
201237,Klamath,0,0,0,0,0,500,0
201237,Lincoln,0,0,0,0,0,82,0
201238,Benton,0,1,1,0,0,901,2
201238,Deschutes,0,0,0,0,0,11,0
201238,Douglas,2,1,0,0,0,114,3
201238,Jefferson,0,0,0,0,0,382,0
201238,Josephine,9,1,0,0,0,258,10
201238,Klamath,0,0,0,0,0,398,0
201238,Lincoln,0,1,1,1,0,101,3
201238,Malheur,0,0,0,0,0,93,0
201238,Multnomah,0,0,0,0,0,10,0
201239,Benton,0,0,0,0,0,25,0
201239,Deschutes,0,0,0,0,0,26,0
201239,Douglas,0,0,0,0,0,114,0
201239,Jefferson,0,0,0,0,0,396,0
201239,Josephine,7,1,0,0,0,249,8
201239,Klamath,0,0,0,0,0,458,0
201239,Lincoln,1,0,0,1,0,97,2
201239,Malheur,0,0,0,0,0,92,0
201240,Benton,0,2,0,0,0,1699,2
201240,Deschutes,0,0,0,0,0,19,0
201240,Douglas,0,0,0,0,0,116,0
201240,Hood River,1,0,0,0,0,48,1
201240,Jackson,0,2,0,0,1,300,3
201240,Jefferson,0,0,0,0,0,411,0
201240,Josephine,2,1,2,0,1,484,6
201240,Klamath,0,0,0,0,0,476,0
201240,Lincoln,0,1,0,0,0,77,1
201240,Malheur,0,0,0,0,0,92,0
201240,Multnomah,0,0,0,0,0,9,0
201240,Tillamook,0,0,0,0,0,70,0
201240,Washington,0,1,0,0,0,34,1
201241,Benton,0,6,0,1,0,1245,7
201241,Deschutes,0,0,0,0,0,30,0
201241,Douglas,0,0,0,0,0,90,0
201241,Jackson,0,1,2,0,0,300,3
201241,Jefferson,0,0,0,0,0,277,0
201241,Josephine,6,3,1,0,0,518,10
201241,Klamath,0,0,0,0,0,574,0
201241,Lincoln,1,0,0,1,2,91,4
201241,Malheur,0,0,0,0,0,91,0
201241,Multnomah,0,0,0,0,0,9,0
201241,Tillamook,0,0,0,0,0,50,0
201241,Washington,0,1,0,0,0,42,1
201242,Benton,0,7,0,0,0,1511,7
201242,Deschutes,0,0,0,0,0,26,0
201242,Douglas,0,0,0,0,0,56,0
201242,Harney,0,0,0,0,0,47,0
201242,Hood River,3,0,0,0,0,44,3
201242,Jackson,0,0,0,0,0,225,0
201242,Jefferson,2,1,2,0,0,393,5
201242,Josephine,2,3,1,1,0,425,7
201242,Klamath,0,0,0,0,0,528,0
201242,Lincoln,0,2,1,1,0,64,4
201242,Malheur,0,0,0,0,0,97,0
201242,Multnomah,0,0,0,0,0,11,0
201242,Tillamook,0,0,0,0,0,21,0
201242,Washington,0,1,0,0,0,37,1
201243,Benton,0,5,0,0,0,1214,5
201243,Deschutes,0,3,0,0,0,127,3
201243,Douglas,1,0,0,0,0,73,1
201243,Harney,0,0,0,0,0,40,0
201243,Hood River,4,0,0,0,0,44,4
201243,Jackson,0,0,0,2,3,250,5
201243,Jefferson,0,0,0,0,0,392,0
201243,Josephine,1,1,0,2,0,561,4
201243,Klamath,0,0,0,0,0,517,0
201243,Lincoln,0,1,0,0,1,73,2
201243,Multnomah,0,0,0,0,0,11,0
201243,Tillamook,0,0,0,0,0,60,0
201243,Washington,0,0,0,0,0,26,0
201244,Benton,0,5,1,0,0,1261,6
201244,Douglas,0,0,0,0,0,63,0
201244,Harney,0,0,0,0,0,59,0
201244,Hood River,0,1,0,0,0,46,1
201244,Jackson,0,2,1,1,1,300,5
201244,Jefferson,0,0,0,0,0,385,0
201244,Josephine,0,3,3,2,0,539,8
201244,Klamath,1,1,0,0,0,341,2
201244,Lincoln,0,1,1,1,0,73,3
201244,Malheur,0,0,0,1,0,85,1
201244,Multnomah,0,0,0,0,0,9,0
201244,Tillamook,0,0,0,0,0,65,0
201244,Washington,0,0,0,0,0,19,0
201245,Benton,0,4,0,0,0,1281,4
201245,Deschutes,1,1,0,0,0,109,2
201245,Douglas,0,0,0,0,0,93,0
201245,Harney,0,0,0,0,0,51,0
201245,Hood River,3,0,0,0,0,56,3
201245,Jackson,0,1,1,0,0,235,2
201245,Jefferson,0,0,0,0,0,382,0
201245,Josephine,4,6,0,0,0,505,10
201245,Klamath,0,1,0,0,0,499,1
201245,Lincoln,0,0,0,1,0,84,1
201245,Malheur,0,0,0,0,0,86,0
201245,Multnomah,0,0,0,0,0,9,0
201245,Tillamook,0,0,0,0,0,60,0
201245,Washington,0,0,0,0,0,23,0
201246,Benton,0,3,0,0,0,1476,3
201246,Deschutes,0,0,0,0,0,121,0
201246,Douglas,0,0,0,0,0,69,0
201246,Harney,0,0,0,0,0,54,0
201246,Hood River,1,0,0,0,0,58,1
201246,Jackson,0,0,0,0,0,295,0
201246,Jefferson,0,0,0,0,0,319,0
201246,Josephine,5,6,1,0,0,512,12
201246,Klamath,0,0,0,0,0,491,0
201246,Lincoln,0,0,0,0,0,84,0
201246,Malheur,0,0,0,0,0,84,0
201246,Multnomah,0,0,0,0,0,18,0
201246,Tillamook,0,0,0,0,0,55,0
201247,Benton,0,0,0,0,0,802,0
201247,Deschutes,0,0,0,0,0,61,0
201247,Douglas,0,0,0,0,0,55,0
201247,Hood River,2,1,0,0,0,34,3
201247,Jackson,0,0,0,0,0,300,0
201247,Jefferson,0,0,0,0,0,277,0
201247,Josephine,1,2,0,0,0,379,3
201247,Klamath,1,0,0,0,0,405,1
201247,Lincoln,0,0,0,0,0,54,0
201247,Malheur,0,0,1,0,0,45,1
201247,Multnomah,0,0,1,0,0,11,1
201247,Tillamook,0,0,0,0,0,25,0
201247,Washington,0,0,0,0,0,10,0
201248,Benton,0,1,0,0,1,1226,2
201248,Deschutes,0,1,0,0,0,113,1
201248,Douglas,0,1,0,0,0,95,1
201248,Jackson,0,0,0,0,0,275,0
201248,Jefferson,0,0,0,0,0,401,0
201248,Josephine,4,1,0,0,0,247,5
201248,Klamath,0,0,1,0,0,489,1
201248,Lincoln,0,1,1,1,0,101,3
201248,Malheur,0,0,0,0,0,68,0
201248,Multnomah,0,0,0,0,0,11,0
201248,Tillamook,0,0,0,0,0,60,0
201249,Benton,0,2,1,0,0,1171,3
201249,Deschutes,0,0,1,2,0,113,3
201249,Douglas,0,0,0,0,0,85,0
201249,Hood River,2,0,0,0,0,47,2
201249,Jackson,0,0,0,0,0,304,0
201249,Jefferson,1,6,1,0,0,382,8
201249,Josephine,2,3,0,3,1,519,9
201249,Klamath,0,0,0,0,0,525,0
201249,Lincoln,2,4,0,2,0,109,8
201249,Malheur,0,0,0,0,0,91,0
201249,Multnomah,0,0,0,0,0,0,0
201249,Tillamook,0,0,0,0,0,65,0
201249,Washington,1,3,0,0,0,39,4
201250,Benton,0,0,0,0,0,304,0
201250,Deschutes,0,0,0,0,0,128,0
201250,Douglas,0,0,0,0,0,86,0
201250,Harney,0,1,0,0,0,35,1
201250,Hood River,3,1,0,0,0,60,4
201250,Jackson,0,0,1,1,0,298,2
201250,Jefferson,3,8,5,3,0,372,19
201250,Josephine,5,6,1,3,1,505,16
201250,Klamath,0,0,2,0,0,565,2
201250,Lincoln,0,1,1,1,0,83,3
201250,Malheur,0,0,0,0,0,81,0
201250,Multnomah,0,0,0,0,0,18,0
201250,Tillamook,0,0,0,0,0,65,0
201251,Benton,0,1,0,0,0,284,1
201251,Deschutes,0,0,0,0,1,122,1
201251,Douglas,0,0,0,0,0,76,0
201251,Harney,2,0,0,1,0,59,3
201251,Hood River,2,0,0,0,0,46,2
201251,Jackson,0,0,0,2,1,384,3
201251,Jefferson,3,4,1,0,0,324,8
201251,Josephine,0,2,1,0,0,533,3
201251,Klamath,1,0,0,0,0,545,1
201251,Lincoln,0,0,0,0,0,64,0
201251,Malheur,0,0,0,0,0,113,0
201251,Multnomah,0,0,0,0,0,12,0
201251,Tillamook,0,0,0,0,0,35,0
201251,Washington,2,1,0,0,0,26,3
201252,Benton,0,1,0,0,0,81,1
201252,Deschutes,0,0,0,1,0,64,1
201252,Douglas,0,1,0,0,0,55,1
201252,Harney,0,2,2,1,1,62,6
201252,Hood River,2,0,0,0,0,30,2
201252,Jackson,0,0,1,1,0,306,2
201252,Jefferson,1,22,2,0,1,232,26
201252,Josephine,7,4,4,0,1,407,16
201252,Klamath,0,0,0,0,0,257,0
201252,Lincoln,0,1,0,0,0,58,1
201252,Malheur,0,0,0,0,2,59,2
201252,Multnomah,0,0,0,1,0,11,1
201252,Tillamook,0,0,0,0,0,0,0
201252,Washington,3,0,0,0,0,20,3
201301,Benton,0,1,0,0,0,254,1
201301,Deschutes,0,0,1,0,0,83,1
201301,Douglas,2,0,0,0,0,77,2
201301,Harney,0,1,0,0,0,59,1
201301,Hood River,2,0,0,0,0,37,2
201301,Jackson,0,2,2,0,1,348,5
201301,Jefferson,2,1,0,1,0,306,4
201301,Josephine,6,5,19,4,5,435,39
201301,Klamath,0,0,0,0,0,460,0
201301,Lincoln,0,0,1,0,0,61,1
201301,Malheur,0,0,0,0,0,43,0
201301,Multnomah,0,0,0,0,0,10,0
201301,Tillamook,0,0,0,0,3,60,3
201301,Washington,2,2,0,0,0,27,4
201302,Benton,0,15,4,0,0,1399,19
201302,Deschutes,0,1,1,1,0,119,3
201302,Douglas,1,0,0,0,0,88,1
201302,Harney,2,4,2,0,0,51,8
201302,Jackson,0,3,6,0,0,307,9
201302,Jefferson,4,0,5,0,0,411,9
201302,Josephine,8,7,16,10,2,504,43
201302,Klamath,0,0,0,0,0,631,0
201302,Lincoln,0,0,1,2,2,87,5
201302,Malheur,0,0,0,0,0,102,0
201302,Multnomah,0,0,0,0,0,47,0
201302,Tillamook,0,0,0,1,3,65,4
201302,Washington,2,0,0,0,0,44,2
201303,Benton,0,29,5,1,0,1338,35
201303,Deschutes,0,0,3,0,1,129,4
201303,Douglas,2,1,0,0,0,66,3
201303,Jackson,1,1,8,1,3,342,14
201303,Jefferson,2,4,8,3,0,426,17
201303,Josephine,5,11,16,4,2,529,38
201303,Klamath,0,0,0,0,0,537,0
201303,Lincoln,0,3,3,0,0,102,6
201303,Malheur,0,0,0,1,0,114,1
201303,Multnomah,0,0,1,0,0,54,1
201303,Tillamook,0,0,0,0,1,70,1
201304,Benton,0,36,5,0,1,1077,42
201304,Deschutes,0,0,4,0,1,131,5
201304,Douglas,3,1,0,0,0,94,4
201304,Harney,1,2,1,0,1,54,5
201304,Jackson,0,2,9,1,3,349,15
201304,Jefferson,5,14,5,2,0,379,26
201304,Josephine,9,14,15,7,1,539,46
201304,Klamath,0,0,2,0,0,541,2
201304,Lincoln,1,2,1,1,0,83,5
201304,Malheur,0,0,0,0,0,93,0
201304,Multnomah,0,0,0,0,0,11,0
201304,Tillamook,0,0,0,0,0,65,0
201305,Benton,0,21,6,0,0,1223,27
201305,Deschutes,0,0,1,1,0,116,2
201305,Douglas,1,0,0,0,0,88,1
201305,Harney,2,1,0,0,0,48,3
201305,Jackson,1,5,5,2,0,317,13
201305,Jefferson,9,14,12,2,1,458,38
201305,Josephine,3,12,4,1,1,555,21
201305,Klamath,0,1,1,0,0,637,2
201305,Lincoln,3,4,1,1,1,84,10
201305,Malheur,0,0,0,0,0,74,0
201305,Multnomah,0,0,1,0,0,45,1
201305,Tillamook,0,4,1,0,0,70,5
201306,Benton,0,15,6,1,2,1200,24
201306,Deschutes,0,2,0,0,1,146,3
201306,Douglas,6,2,0,0,0,63,8
201306,Harney,2,1,0,0,0,44,3
201306,Jackson,0,3,2,7,0,279,12
201306,Jefferson,4,2,6,2,2,422,16
201306,Josephine,3,5,8,3,1,480,20
201306,Klamath,0,3,1,0,0,537,4
201306,Lincoln,0,0,0,2,0,89,2
201306,Malheur,0,0,0,0,0,120,0
201306,Multnomah,0,2,0,0,0,46,2
201306,Tillamook,0,0,0,2,0,60,2
201307,Benton,0,16,2,0,1,1089,19
201307,Deschutes,0,0,0,1,0,123,1
201307,Douglas,1,2,0,0,0,71,3
201307,Harney,3,1,0,1,1,50,6
201307,Jackson,0,4,9,2,1,304,16
201307,Jefferson,5,2,0,2,0,362,9
201307,Josephine,7,7,6,6,0,540,26
201307,Klamath,0,2,0,0,0,544,2
201307,Lincoln,0,0,1,0,0,55,1
201307,Malheur,0,0,0,0,0,86,0
201307,Multnomah,4,2,0,0,0,42,6
201308,Benton,0,13,7,3,0,1275,23
201308,Deschutes,0,1,0,1,1,144,3
201308,Douglas,4,1,0,0,0,88,5
201308,Jackson,1,5,7,4,0,328,17
201308,Jefferson,3,3,2,0,1,324,9
201308,Josephine,8,7,13,3,1,564,32
201308,Klamath,0,1,0,0,0,576,1
201308,Lincoln,0,0,1,1,0,97,2
201308,Malheur,0,0,0,0,0,117,0
201308,Multnomah,0,0,0,0,0,35,0
201309,Benton,0,9,1,1,0,1202,11
201309,Deschutes,0,1,0,0,0,125,1
201309,Douglas,1,0,0,0,0,82,1
201309,Jackson,1,7,3,2,2,287,15
201309,Jefferson,1,1,3,3,0,419,8
201309,Josephine,7,8,6,3,1,571,25
201309,Klamath,0,0,1,0,0,632,1
201309,Lincoln,0,2,0,0,1,93,3
201309,Malheur,0,0,0,0,0,113,0
201309,Multnomah,0,0,0,0,0,34,0
201310,Benton,0,3,1,0,0,1251,4
201310,Deschutes,0,0,0,1,0,156,1
201310,Douglas,1,0,0,0,0,71,1
201310,Jefferson,0,0,2,2,1,372,5
201310,Josephine,8,1,0,0,0,256,9
201310,Klamath,0,0,0,0,0,591,0
201310,Lincoln,1,5,1,2,0,102,9
201310,Multnomah,0,0,0,0,0,41,0
201311,Benton,0,3,0,0,0,1186,3
201311,Deschutes,0,0,1,1,1,119,3
201311,Douglas,0,0,0,0,0,34,0
201311,Jackson,0,3,0,2,1,297,6
201311,Jefferson,0,1,7,3,0,389,11
201311,Josephine,5,3,0,2,0,501,10
201311,Klamath,0,2,0,0,0,524,2
201311,Lincoln,0,6,4,0,1,101,11
201311,Malheur,0,0,0,0,1,125,1
201311,Multnomah,0,0,0,0,0,31,0
201312,Benton,0,1,0,0,0,995,1
201312,Deschutes,0,0,0,0,0,141,0
201312,Douglas,0,0,0,0,0,57,0
201312,Harney,2,0,0,0,0,43,2
201312,Jackson,0,1,1,0,0,298,2
201312,Jefferson,1,0,0,0,0,389,1
201312,Josephine,5,3,0,0,0,498,8
201312,Klamath,2,0,0,0,0,598,2
201312,Lincoln,0,0,2,0,0,103,2
201312,Malheur,0,0,0,0,0,131,0
201312,Multnomah,0,0,0,0,0,56,0
201313,Benton,0,1,0,0,0,232,1
201313,Deschutes,0,0,0,0,0,42,0
201313,Douglas,0,0,0,0,0,97,0
201313,Jackson,1,1,2,1,0,274,5
201313,Jefferson,0,0,0,0,0,335,0
201313,Josephine,4,1,0,0,0,440,5
201313,Klamath,0,0,0,0,0,540,0
201313,Lincoln,1,0,1,1,1,75,4
201313,Malheur,0,0,0,0,0,93,0
201314,Benton,0,2,1,0,0,1176,3
201314,Deschutes,0,1,0,0,0,146,1
201314,Douglas,0,0,0,0,0,61,0
201314,Harney,0,0,0,0,0,54,0
201314,Jackson,0,0,6,1,0,267,7
201314,Jefferson,0,0,0,0,0,317,0
201314,Josephine,5,0,1,0,1,408,7
201314,Klamath,0,0,1,0,0,586,1
201314,Lincoln,0,0,2,3,0,115,5
201314,Malheur,0,0,0,1,0,130,1
201315,Benton,0,2,0,0,0,1000,2
201315,Deschutes,0,0,0,0,0,114,0
201315,Douglas,0,0,0,0,0,84,0
201315,Harney,0,0,0,0,0,52,0
201315,Jackson,0,1,1,0,0,276,2
201315,Jefferson,0,0,0,0,0,353,0
201315,Josephine,1,1,0,0,0,467,2
201315,Klamath,0,1,0,0,0,584,1
201315,Lincoln,0,0,2,0,0,106,2
201315,Malheur,0,0,0,0,0,116,0
201316,Benton,0,1,1,0,0,1079,2
201316,Deschutes,0,0,0,0,0,112,0
201316,Douglas,0,0,0,0,0,74,0
201316,Jackson,0,0,1,0,0,257,1
201316,Jefferson,0,0,0,0,0,357,0
201316,Josephine,2,1,0,0,0,458,3
201316,Klamath,0,0,0,0,0,553,0
201316,Lincoln,0,0,1,1,0,89,2
201316,Malheur,0,0,0,0,0,121,0
201317,Benton,0,3,1,0,0,1123,4
201317,Deschutes,0,0,0,0,0,131,0
201317,Douglas,0,0,0,0,0,79,0
201317,Jackson,0,0,0,0,0,284,0
201317,Jefferson,0,0,0,0,0,215,0
201317,Josephine,2,1,0,0,0,472,3
201317,Klamath,0,0,0,0,0,625,0
201317,Lincoln,0,0,0,0,0,72,0
201317,Malheur,0,0,0,0,0,132,0
201318,Benton,0,2,0,0,0,1138,2
201318,Deschutes,0,0,0,0,0,128,0
201318,Douglas,0,0,0,0,0,31,0
201318,Harney,1,0,0,0,0,47,1
201318,Jackson,0,0,0,0,0,294,0
201318,Jefferson,0,0,0,0,0,349,0
201318,Josephine,2,1,0,0,0,404,3
201318,Klamath,1,0,1,0,0,548,2
201318,Lincoln,0,1,1,0,0,74,2
201318,Malheur,0,0,0,0,0,149,0
201319,Benton,0,0,0,0,0,1080,0
201319,Deschutes,0,0,0,0,1,146,1
201319,Douglas,0,0,0,0,0,26,0
201319,Jefferson,0,0,0,0,0,338,0
201319,Josephine,1,0,0,0,0,191,1
201319,Klamath,0,0,0,0,0,463,0
201319,Lincoln,0,0,0,0,0,101,0
201319,Malheur,0,0,0,0,0,125,0
201320,Benton,0,1,2,0,0,1207,3
201320,Deschutes,0,1,0,0,0,113,1
201320,Douglas,0,0,0,0,0,57,0
201320,Jefferson,0,0,0,0,0,345,0
201320,Josephine,0,0,0,0,0,186,0
201320,Klamath,0,0,0,0,0,559,0
201320,Lincoln,0,1,1,0,0,77,2
201320,Malheur,0,0,0,0,0,140,0
201321,Benton,0,0,0,0,0,1138,0
201321,Deschutes,0,0,0,0,0,114,0
201321,Douglas,0,0,0,0,0,66,0
201321,Jefferson,0,0,0,0,0,367,0
201321,Josephine,1,1,0,0,0,177,2
201321,Klamath,0,0,0,0,0,533,0
201321,Lincoln,0,3,1,0,0,95,4
201321,Malheur,0,0,0,0,0,118,0
201322,Benton,0,1,0,0,0,934,1
201322,Deschutes,0,0,0,0,0,115,0
201322,Douglas,0,0,0,0,0,52,0
201322,Jefferson,0,0,0,0,0,286,0
201322,Josephine,0,0,0,0,0,154,0
201322,Klamath,0,0,1,0,0,432,1
201322,Lincoln,0,0,0,0,1,113,1
201322,Malheur,0,0,0,0,0,103,0
201323,Benton,0,1,1,0,1,1226,3
201323,Douglas,0,0,0,0,0,0,0
201323,Josephine,3,1,0,0,0,194,4
201323,Klamath,0,1,0,0,0,532,1
201323,Lincoln,0,0,0,1,0,98,1
201323,Malheur,0,0,0,0,0,116,0
201324,Benton,0,2,1,0,0,1028,3
201324,Douglas,0,0,0,0,0,0,0
201324,Josephine,2,1,0,0,0,175,3
201324,Klamath,0,1,0,0,0,541,1
201324,Lincoln,0,0,1,0,0,77,1
201324,Malheur,0,0,0,0,0,125,0
201325,Benton,0,0,0,0,0,384,0
201325,Douglas,0,0,0,0,0,0,0
201325,Josephine,0,0,0,0,0,188,0
201325,Klamath,0,0,0,0,0,499,0
201325,Lincoln,0,1,0,1,0,79,2
201325,Malheur,0,0,0,0,0,125,0
201326,Benton,0,0,0,0,0,371,0
201326,Douglas,0,0,0,0,0,65,0
201326,Josephine,0,0,0,0,0,143,0
201326,Klamath,0,1,0,0,0,303,1
201326,Lincoln,0,0,1,0,0,52,1
201326,Malheur,0,0,0,0,0,135,0
201327,Benton,0,0,0,0,0,238,0
201327,Douglas,0,0,0,0,0,62,0
201327,Josephine,0,0,0,0,0,144,0
201327,Klamath,0,0,0,0,0,406,0
201327,Lincoln,0,0,0,0,0,53,0
201328,Benton,0,0,0,0,0,350,0
201328,Douglas,0,0,0,0,0,78,0
201328,Josephine,1,0,0,0,0,160,1
201328,Klamath,0,0,0,0,0,447,0
201328,Lincoln,0,0,0,2,0,81,2
201329,Benton,0,0,0,0,0,341,0
201329,Douglas,0,0,0,0,0,84,0
201329,Josephine,0,0,0,0,0,131,0
201329,Klamath,0,0,0,0,0,418,0
201329,Lincoln,1,0,0,0,0,67,1
201330,Benton,0,0,0,0,0,330,0
201330,Douglas,0,0,0,0,0,41,0
201330,Hood River,0,0,0,0,0,55,0
201330,Josephine,2,0,0,0,0,159,2
201330,Klamath,0,0,0,0,0,522,0
201330,Lincoln,0,0,1,1,0,69,2
201331,Benton,0,0,0,0,0,256,0
201331,Deschutes,0,0,0,0,0,16,0
201331,Douglas,0,0,0,0,0,41,0
201331,Josephine,4,0,0,0,0,116,4
201331,Klamath,0,0,0,0,0,417,0
201331,Lincoln,0,0,0,0,0,57,0
201332,Benton,0,0,0,0,0,284,0
201332,Deschutes,0,0,0,0,0,29,0
201332,Douglas,0,0,0,0,0,83,0
201332,Klamath,0,1,0,0,0,572,1
201332,Lincoln,0,0,1,1,0,77,2
201333,Benton,0,0,0,0,0,302,0
201333,Deschutes,0,0,0,0,0,24,0
201333,Douglas,0,0,0,0,0,68,0
201333,Klamath,0,0,0,0,0,488,0
201333,Lincoln,0,0,0,0,0,74,0
201334,Benton,0,0,0,0,0,272,0
201334,Deschutes,0,0,0,0,0,26,0
201334,Douglas,0,0,0,0,0,76,0
201334,Klamath,0,0,0,0,0,475,0
201334,Lincoln,0,0,0,0,0,92,0
201335,Benton,0,0,0,0,0,249,0
201335,Deschutes,0,0,0,0,0,31,0
201335,Douglas,0,0,0,0,0,103,0
201335,Klamath,0,0,0,0,0,530,0
201335,Lincoln,0,0,0,0,0,89,0
201336,Benton,0,0,0,0,0,197,0
201336,Douglas,0,0,0,0,0,64,0
201336,Klamath,0,1,0,0,0,383,1
201336,Lincoln,0,0,0,0,0,55,0
201337,Benton,0,0,0,0,0,159,0
201337,Douglas,0,0,0,0,0,51,0
201337,Klamath,1,0,0,0,0,492,1
201338,Benton,0,0,0,0,0,152,0
201338,Deschutes,0,0,0,0,0,27,0
201338,Douglas,0,0,0,0,0,79,0
201338,Klamath,1,1,0,0,0,328,2
201338,Lincoln,0,1,0,0,0,90,1
201339,Benton,0,0,0,0,0,935,0
201339,Deschutes,0,0,0,0,0,24,0
201339,Douglas,0,0,0,0,0,86,0
201339,Klamath,0,1,0,0,0,494,1
201339,Lincoln,1,1,4,0,0,66,6
201340,Benton,0,1,1,0,0,1131,2
201340,Coos,0,1,0,0,0,288,1
201340,Deschutes,0,0,0,0,0,28,0
201340,Douglas,0,0,0,0,0,59,0
201340,Hood River,0,0,0,0,0,30,0
201340,Josephine,0,0,0,0,0,76,0
201340,Klamath,0,0,0,0,0,488,0
201340,Lincoln,0,0,0,0,0,73,0
201340,Malheur,0,0,0,0,0,115,0
201340,Multnomah,0,0,0,0,0,624,0
201340,Tillamook,0,0,0,0,0,55,0
201340,Washington,0,0,0,0,0,350,0
201341,Benton,0,1,0,0,0,1763,1
201341,Coos,0,3,0,0,0,385,3
201341,Deschutes,0,0,0,0,0,16,0
201341,Douglas,0,0,0,0,0,75,0
201341,Hood River,0,0,0,0,0,65,0
201341,Josephine,0,0,0,0,0,76,0
201341,Klamath,0,0,0,0,0,452,0
201341,Malheur,0,0,0,0,0,117,0
201341,Multnomah,0,0,0,0,0,597,0
201341,Tillamook,0,0,0,0,0,60,0
201341,Washington,2,0,0,0,0,350,2
201342,Benton,0,5,0,1,0,1452,6
201342,Coos,1,3,0,0,0,350,4
201342,Deschutes,0,0,0,0,0,28,0
201342,Douglas,0,0,0,0,0,59,0
201342,Hood River,0,0,0,0,0,60,0
201342,Jackson,0,0,0,0,0,287,0
201342,Josephine,0,0,0,0,0,307,0
