Date Code Year/MMWR Week,County,Sum of Age 0-4,Sum of Age 5-24,Sum of Age 25-49,Sum of Age 50-64,Sum of Age 65 and older,Sum of Total Patients Seen,Sum of Total ILI
201502,Morrow,0,0,0,0,0,255,0
201502,Multnomah,0,0,3,1,0,367,4
201502,Tillamook,1,1,0,0,1,47,3
201503,Benton,2,21,4,1,2,1085,30
201503,Coos,2,2,0,0,0,97,4
201503,Deschutes,0,0,0,0,0,35,0
201503,Douglas,4,2,0,0,0,69,6
201503,Jackson,1,7,4,1,0,399,13
201503,Josephine,1,2,4,0,1,1072,8
201503,Klamath,0,1,0,0,0,549,1
201503,Lincoln,0,0,0,0,0,106,0
201503,Morrow,0,1,0,0,0,221,1
201503,Multnomah,1,0,4,1,0,312,6
201503,Tillamook,1,4,5,2,6,82,18
201504,Benton,0,14,1,0,0,1288,15
201504,Coos,0,4,0,0,0,132,4
201504,Douglas,0,0,0,0,0,75,0
201504,Josephine,0,2,0,0,0,808,2
201504,Klamath,1,1,1,0,0,519,3
201504,Lincoln,0,4,0,0,1,125,5
201504,Morrow,0,0,2,0,0,294,2
201504,Multnomah,0,0,0,3,0,211,3
201504,Tillamook,1,2,3,2,2,76,10
201505,Benton,0,18,5,3,0,1267,26
201505,Douglas,0,1,0,0,0,76,1
201505,Jackson,0,0,0,0,0,453,0
201505,Josephine,0,0,0,0,0,1105,0
201505,Klamath,0,1,0,0,0,562,1
201505,Lincoln,0,0,0,0,1,108,1
201505,Morrow,0,0,1,0,0,296,1
201505,Multnomah,0,0,2,4,0,313,6
201505,Tillamook,2,2,2,0,2,37,8
201506,Benton,0,13,2,1,1,1242,17
201506,Coos,4,8,0,0,0,173,12
201506,Douglas,0,1,0,0,0,47,1
201506,Josephine,1,2,1,1,0,797,5
201506,Klamath,1,1,0,0,0,557,2
201506,Lincoln,0,0,0,0,1,105,1
201506,Morrow,0,1,0,1,0,288,2
201506,Multnomah,0,0,0,0,0,304,0
201507,Benton,0,7,3,0,0,1225,10
201507,Coos,1,5,0,0,0,134,6
201507,Douglas,3,2,0,0,0,38,5
201507,Jackson,0,0,0,0,0,219,0
201507,Josephine,1,2,1,0,0,1012,4
201507,Klamath,0,2,0,1,1,548,4
201507,Lincoln,0,0,0,0,0,115,0
201507,Morrow,0,0,2,0,0,199,2
201507,Multnomah,0,0,1,1,0,361,2
201508,Benton,0,1,2,0,0,1172,3
201508,Coos,3,2,0,0,0,161,5
201508,Douglas,0,0,0,0,0,43,0
201508,Josephine,2,1,0,0,0,800,3
201508,Klamath,0,0,0,0,0,524,0
201508,Multnomah,0,0,0,0,0,160,0
201509,Benton,0,4,3,0,0,1240,7
201509,Coos,3,2,0,0,0,77,5
201509,Douglas,0,0,0,0,0,49,0
201509,Josephine,1,1,1,1,1,771,5
201509,Klamath,1,0,0,0,0,509,1
201509,Morrow,0,0,0,0,0,267,0
201509,Multnomah,0,0,0,0,0,148,0
201510,Benton,0,4,2,0,0,1181,6
201510,Coos,5,1,0,0,0,161,6
201510,Douglas,0,0,0,0,0,56,0
201510,Jackson,0,0,0,0,0,429,0
201510,Josephine,0,1,0,0,0,1038,1
201510,Klamath,1,2,1,0,1,544,5
201510,Morrow,0,0,0,0,0,285,0
201510,Multnomah,0,0,0,0,0,158,0
201510,Washington,2,2,0,0,0,37,4
201511,Benton,0,3,2,0,0,891,5
201511,Clackamas,4,11,0,0,0,311,15
201511,Coos,3,2,0,0,0,149,5
201511,Douglas,0,0,0,0,0,53,0
201511,Josephine,0,0,0,0,0,827,0
201511,Klamath,0,1,2,0,0,544,3
201511,Lincoln,0,0,0,0,0,84,0
201511,Morrow,0,0,0,0,0,237,0
201511,Multnomah,0,0,0,0,0,97,0
201511,Washington,4,0,0,0,0,35,4
201512,Benton,0,0,0,0,0,405,0
201512,Clackamas,4,6,0,0,0,237,10
201512,Coos,1,0,0,0,0,54,1
201512,Douglas,0,0,0,0,0,49,0
201512,Josephine,1,0,0,0,0,720,1
201512,Klamath,1,0,0,0,0,518,1
201512,Lincoln,0,0,0,1,0,118,1
201512,Morrow,0,0,0,0,0,208,0
201512,Multnomah,0,0,0,0,0,98,0
201513,Benton,0,1,1,0,0,1024,2
201513,Clackamas,6,8,0,0,0,380,14
201513,Coos,2,1,0,0,0,143,3
201513,Douglas,0,0,0,0,0,61,0
201513,Josephine,4,2,0,0,0,851,6
201513,Lincoln,0,0,0,0,0,76,0
201513,Morrow,0,0,0,1,0,202,1
201513,Multnomah,0,0,0,0,0,160,0
201514,Benton,0,4,0,1,0,1012,5
201514,Clackamas,4,2,0,0,0,304,6
201514,Coos,2,0,0,0,0,141,2
201514,Douglas,0,0,0,0,0,61,0
201514,Josephine,0,0,1,0,0,820,1
201514,Lincoln,0,0,0,0,0,101,0
201514,Morrow,0,0,0,0,0,279,0
201514,Multnomah,0,0,0,0,0,144,0
201514,Washington,2,0,0,0,0,30,2
201515,Benton,0,3,1,0,0,1044,4
201515,Clackamas,3,4,0,0,0,353,7
201515,Coos,3,3,0,0,0,153,6
201515,Douglas,0,0,0,0,0,56,0
201515,Josephine,0,0,0,0,0,753,0
201515,Lincoln,0,0,0,0,0,108,0
201515,Morrow,0,0,0,0,0,262,0
201515,Multnomah,0,0,0,0,0,158,0
201516,Benton,0,5,3,0,0,984,8
201516,Clackamas,6,6,0,0,0,359,12
201516,Coos,1,1,0,0,0,122,2
201516,Douglas,0,0,0,0,0,35,0
201516,Josephine,0,0,0,0,0,782,0
201516,Lincoln,0,0,0,0,0,86,0
201516,Morrow,0,0,0,0,0,261,0
201517,Benton,0,7,2,0,0,1011,9
201517,Coos,2,0,0,0,0,140,2
201517,Douglas,0,0,0,0,0,36,0
201517,Josephine,0,1,0,0,0,736,1
201517,Morrow,0,0,0,0,0,228,0
201518,Benton,0,1,0,0,0,1222,1
201518,Coos,3,0,0,0,0,139,3
201518,Douglas,0,0,0,0,0,19,0
201518,Josephine,0,0,0,0,0,801,0
201518,Lincoln,0,0,1,0,1,99,2
201518,Morrow,0,0,0,0,0,187,0
201519,Benton,0,4,0,0,0,1050,4
201519,Coos,2,2,0,0,0,142,4
201519,Douglas,0,0,0,0,0,16,0
201519,Josephine,0,0,0,0,0,698,0
201519,Lincoln,0,0,0,0,0,89,0
201519,Morrow,0,0,0,0,0,201,0
201520,Benton,0,0,0,0,0,1019,0
201520,Coos,1,0,0,0,0,134,1
201520,Douglas,0,0,0,0,0,28,0
201520,Josephine,0,0,0,0,0,797,0
201520,Lincoln,0,0,1,0,0,102,1
201520,Morrow,0,0,0,0,0,246,0
201521,Benton,0,3,0,0,0,861,3
201521,Coos,0,0,0,0,0,102,0
201521,Douglas,0,0,0,0,0,31,0
201521,Josephine,0,0,0,0,0,670,0
201521,Lincoln,0,0,0,0,0,73,0
201521,Morrow,0,0,0,0,0,116,0
201522,Benton,0,4,1,0,0,1163,5
201522,Coos,0,1,0,0,0,123,1
201522,Douglas,0,0,0,0,0,26,0
201522,Josephine,0,0,0,0,0,766,0
201522,Lincoln,0,1,1,0,0,89,2
201522,Morrow,0,0,0,0,0,200,0
201523,Benton,0,1,1,0,0,1006,2
201523,Coos,3,1,0,0,0,120,4
201523,Douglas,0,0,0,0,0,21,0
201523,Josephine,0,0,0,0,0,774,0
201523,Lincoln,0,0,0,0,0,87,0
201523,Morrow,0,0,0,0,0,255,0
201524,Benton,0,0,0,0,0,246,0
201524,Coos,0,0,0,0,0,17,0
201524,Douglas,0,0,0,0,0,24,0
201524,Josephine,0,0,0,0,0,718,0
201524,Lincoln,0,0,0,0,0,87,0
201524,Morrow,0,0,0,0,0,178,0
201525,Benton,0,0,0,0,0,379,0
201525,Coos,0,0,0,0,0,4,0
201525,Douglas,0,0,0,0,0,23,0
201525,Josephine,0,0,0,0,0,761,0
201525,Lincoln,0,0,1,2,0,83,3
201525,Morrow,0,0,0,0,0,153,0
201526,Benton,0,0,1,0,0,227,1
201526,Coos,0,0,0,0,0,81,0
201526,Douglas,0,0,0,0,0,29,0
201526,Josephine,0,0,0,0,0,574,0
201526,Lincoln,0,0,0,0,0,82,0
201526,Morrow,0,0,0,0,0,175,0
201527,Benton,0,0,0,0,0,254,0
201527,Coos,0,1,0,0,0,100,1
201527,Douglas,0,0,0,0,0,21,0
201527,Josephine,0,0,0,0,0,755,0
201527,Lincoln,0,0,0,0,0,90,0
201527,Morrow,0,0,0,0,0,209,0
201528,Benton,0,0,0,0,0,286,0
201528,Coos,1,0,0,0,0,89,1
201528,Douglas,0,0,0,0,0,29,0
201528,Josephine,0,0,0,0,0,689,0
201528,Lincoln,1,1,0,0,0,101,2
201528,Morrow,0,0,0,0,0,234,0
201529,Benton,0,0,0,0,0,288,0
201529,Coos,0,0,0,0,0,55,0
201529,Douglas,0,0,0,0,0,37,0
201529,Josephine,0,0,0,0,0,726,0
201529,Lincoln,0,0,0,0,0,89,0
201529,Morrow,0,0,0,0,0,230,0
201530,Benton,0,0,0,0,0,330,0
201530,Coos,0,0,0,0,0,56,0
201530,Douglas,0,0,0,0,0,35,0
201530,Josephine,0,0,0,0,0,747,0
201530,Lincoln,0,1,0,0,0,93,1
201530,Morrow,0,0,0,0,0,227,0
201531,Benton,0,0,0,0,0,283,0
201531,Douglas,0,0,0,0,0,0,0
201531,Josephine,0,0,0,0,0,668,0
201531,Lincoln,0,0,0,0,0,96,0
201531,Morrow,0,0,0,0,0,223,0
201532,Benton,0,0,0,0,0,293,0
201532,Douglas,0,0,0,0,0,23,0
201532,Josephine,0,0,0,0,0,714,0
201532,Morrow,0,0,0,0,0,255,0
201533,Benton,0,0,0,0,0,307,0
201533,Douglas,0,0,0,0,0,54,0
201533,Josephine,0,0,0,0,0,819,0
201533,Lincoln,0,0,0,0,0,103,0
201533,Morrow,0,0,0,0,0,252,0
201534,Benton,0,0,0,0,0,206,0
201534,Douglas,0,0,0,0,0,70,0
201534,Josephine,0,0,0,0,0,696,0
201534,Lincoln,0,0,0,0,0,84,0
201534,Morrow,0,0,0,0,0,269,0
201535,Benton,0,0,0,0,0,196,0
201535,Douglas,0,0,0,0,0,65,0
201535,Jackson,0,0,0,0,0,372,0
201535,Josephine,0,0,0,0,0,1117,0
201535,Lincoln,0,1,2,0,0,123,3
201535,Malheur,1,3,0,0,0,309,4
201535,Morrow,0,0,0,0,0,212,0
201536,Benton,0,0,0,0,0,78,0
201536,Douglas,0,0,0,0,0,56,0
201536,Josephine,0,0,1,0,0,679,1
201536,Lincoln,0,0,0,0,0,72,0
201536,Malheur,7,5,0,0,0,356,12
201536,Morrow,0,0,0,0,0,243,0
201537,Benton,0,0,0,0,0,183,0
201537,Douglas,0,0,0,0,0,52,0
201537,Josephine,0,0,0,0,0,839,0
201537,Lincoln,0,0,0,1,0,84,1
201537,Malheur,8,2,0,0,0,422,10
201537,Morrow,0,0,0,0,0,221,0
201538,Benton,0,0,1,0,0,1396,1
201538,Douglas,0,0,0,0,0,65,0
201538,Josephine,0,0,0,0,0,782,0
201538,Lincoln,0,1,0,0,0,106,1
201538,Malheur,12,7,0,0,0,441,19
201538,Morrow,0,0,0,0,0,195,0
201539,Benton,0,0,0,0,0,900,0
201539,Douglas,0,0,0,0,0,61,0
201539,Jackson,0,0,0,0,0,260,0
201539,Josephine,0,0,0,0,0,789,0
201539,Lincoln,0,0,0,0,0,114,0
201539,Malheur,4,3,0,0,0,428,7
201539,Morrow,0,0,0,0,0,225,0
201539,Tillamook,0,0,0,0,1,44,1
201540,Benton,0,0,0,0,0,1462,0
201540,Clackamas,1,0,0,0,0,314,1
201540,Coos,2,1,0,0,0,289,3
201540,Douglas,0,0,0,0,0,52,0
201540,Josephine,1,1,0,0,0,907,2
201540,Lincoln,0,1,0,1,0,90,2
201540,Malheur,12,1,0,0,0,495,13
201540,Morrow,0,1,0,0,0,283,1
201540,Multnomah,0,0,0,0,0,237,0
201540,Tillamook,0,0,0,1,0,183,1
201540,Washington,2,2,0,0,0,117,4
201541,Benton,0,2,0,0,0,1606,2
201541,Clackamas,1,1,0,0,0,326,2
201541,Coos,3,1,0,0,0,358,4
201541,Douglas,0,0,0,0,0,52,0
201541,Josephine,5,3,0,0,0,898,8
201541,Lincoln,0,1,0,0,0,115,1
201541,Malheur,5,6,0,0,0,527,11
201541,Morrow,0,1,0,0,0,252,1
201541,Multnomah,0,0,0,0,0,208,0
201541,Tillamook,0,1,0,2,1,142,4
201541,Washington,3,5,0,0,0,124,8
201542,Benton,0,2,0,1,0,1439,3
201542,Clackamas,1,1,0,0,0,349,2
201542,Coos,0,0,0,0,0,253,0
201542,Curry,0,0,0,0,0,7,0
201542,Douglas,0,0,0,0,0,59,0
201542,Jackson,0,0,0,0,0,486,0
201542,Josephine,4,2,0,0,0,1091,6
201542,Lincoln,0,0,0,0,0,100,0
201542,Malheur,5,3,0,0,0,569,8
201542,Morrow,0,0,0,0,0,285,0
201542,Multnomah,0,0,0,0,0,181,0
201542,Tillamook,1,3,4,5,4,300,17
201542,Washington,3,3,0,0,0,121,6
201543,Benton,0,3,0,0,0,1281,3
201543,Clackamas,2,4,0,0,0,252,6
201543,Coos,1,1,0,0,0,298,2
201543,Curry,0,0,0,0,0,5,0
201543,Douglas,0,0,0,0,0,61,0
201543,Jackson,0,0,0,0,0,215,0
201543,Josephine,2,1,0,0,0,1082,3
201543,Lincoln,0,0,0,1,0,99,1
201543,Malheur,9,1,0,0,0,529,10
201543,Morrow,0,0,0,0,0,214,0
201543,Multnomah,0,0,0,0,0,215,0
201543,Tillamook,0,0,1,2,0,178,3
201543,Washington,7,2,0,0,0,100,9
201544,Benton,0,1,0,0,0,1272,1
201544,Coos,0,0,0,0,0,267,0
201544,Curry,0,0,0,0,0,5,0
201544,Douglas,0,0,0,0,0,80,0
201544,Jackson,0,0,0,0,0,458,0
201544,Josephine,5,2,0,0,0,1032,7
201544,Klamath,0,0,0,0,0,564,0
201544,Lincoln,0,0,0,0,0,109,0
201544,Malheur,0,0,0,0,0,76,0
201544,Morrow,0,0,0,0,0,220,0
201544,Multnomah,0,0,0,0,0,221,0
201544,Tillamook,1,2,6,2,3,271,14
201544,Washington,4,5,0,0,0,115,9
201545,Benton,0,2,1,0,0,1029,3
201545,Clackamas,3,4,0,0,0,294,7
201545,Coos,0,0,0,0,0,209,0
201545,Douglas,0,0,0,0,0,58,0
201545,Josephine,2,4,0,0,0,874,6
201545,Klamath,0,0,0,0,0,556,0
201545,Lincoln,0,0,0,0,0,68,0
201545,Malheur,8,8,0,0,0,529,16
201545,Morrow,0,0,0,0,0,263,0
201545,Multnomah,0,0,0,0,0,220,0
201545,Tillamook,4,10,11,8,14,404,47
201545,Washington,1,3,0,0,0,80,4
201546,Benton,0,1,0,0,0,1204,1
201546,Clackamas,5,4,0,0,0,381,9
201546,Coos,4,0,0,0,0,290,4
201546,Curry,0,0,0,0,0,6,0
201546,Douglas,0,0,0,0,0,76,0
201546,Jackson,0,0,0,0,0,375,0
201546,Josephine,2,1,0,0,0,1041,3
201546,Klamath,0,0,1,0,0,539,1
201546,Lincoln,0,0,0,0,0,107,0
201546,Malheur,7,7,0,0,0,426,14
201546,Morrow,0,0,0,0,0,250,0
201546,Multnomah,0,0,1,0,0,239,1
201546,Tillamook,10,3,12,7,4,579,36
201546,Washington,1,4,0,0,0,124,5
201547,Benton,0,4,0,0,0,747,4
201547,Coos,0,0,0,0,0,169,0
201547,Douglas,0,0,0,0,0,51,0
201547,Josephine,2,2,0,0,0,586,4
201547,Klamath,0,0,0,0,0,309,0
201547,Lincoln,0,0,0,0,0,60,0
201547,Malheur,2,0,0,0,0,326,2
201547,Morrow,0,0,0,0,0,139,0
201547,Multnomah,0,0,0,1,0,57,1
201547,Tillamook,6,8,8,3,3,282,28
201547,Washington,5,4,0,0,0,50,9
201548,Benton,0,6,0,0,0,1062,6
201548,Clackamas,4,5,0,0,0,370,9
201548,Coos,3,1,0,0,0,312,4
201548,Douglas,0,0,0,0,0,88,0
201548,Josephine,1,1,0,0,0,887,2
201548,Klamath,0,1,0,0,0,510,1
201548,Lincoln,0,0,0,0,0,100,0
201548,Malheur,6,2,0,0,0,539,8
201548,Morrow,0,0,0,0,0,234,0
201548,Multnomah,1,0,0,0,0,181,1
201548,Tillamook,5,15,10,6,3,310,39
201548,Washington,7,3,0,0,0,87,10
201549,Benton,0,1,1,1,0,854,3
201549,Clackamas,2,1,0,0,0,378,3
201549,Coos,2,2,0,0,0,300,4
201549,Curry,0,0,0,0,0,5,0
201549,Douglas,0,0,0,0,0,84,0
201549,Jackson,0,0,0,0,0,575,0
201549,Josephine,2,1,0,0,0,334,3
201549,Klamath,0,0,0,0,0,500,0
201549,Lincoln,0,2,0,0,0,88,2
201549,Malheur,9,3,0,0,0,472,12
201549,Morrow,0,0,0,0,0,227,0
201549,Multnomah,0,0,0,0,0,224,0
201549,Tillamook,0,1,1,2,1,228,5
201549,Washington,1,3,0,0,0,61,4
201550,Benton,0,0,0,0,0,209,0
201550,Clackamas,6,5,0,0,0,370,11
201550,Douglas,0,0,0,0,0,75,0
201550,Josephine,0,0,0,0,0,816,0
201550,Klamath,0,0,0,0,1,536,1
201550,Lincoln,2,1,0,1,0,103,4
201550,Malheur,9,4,0,0,0,483,13
201550,Morrow,0,0,0,0,0,251,0
201550,Multnomah,0,0,0,0,0,101,0
201550,Tillamook,1,0,0,0,1,204,2
201550,Washington,2,2,0,0,0,60,4
201551,Benton,0,0,0,0,0,73,0
201551,Clackamas,3,2,0,0,0,256,5
201551,Coos,1,0,0,0,0,137,1
201551,Douglas,0,0,0,0,0,42,0
201551,Josephine,2,0,0,0,0,502,2
201551,Klamath,0,0,0,0,0,258,0
201551,Lincoln,0,0,0,0,0,54,0
201551,Malheur,2,0,0,0,0,265,2
201551,Morrow,0,0,0,0,0,140,0
201551,Multnomah,0,0,0,0,0,56,0
201551,Tillamook,0,0,0,0,0,90,0
201551,Washington,4,4,0,0,0,50,8
201552,Benton,0,0,0,0,0,364,0
201552,Clackamas,2,4,0,0,0,188,6
201552,Coos,1,0,0,0,0,160,1
201552,Douglas,0,0,0,0,0,39,0
201552,Josephine,0,0,0,0,0,612,0
201552,Klamath,0,0,0,0,0,322,0
201552,Lincoln,0,0,0,0,0,81,0
201552,Malheur,4,4,0,0,0,349,8
201552,Morrow,0,0,0,0,0,174,0
201552,Multnomah,0,0,0,0,0,26,0
201552,Tillamook,0,0,0,0,0,49,0
201552,Washington,6,2,0,0,0,103,8
201601,Benton,0,2,0,0,1,1020,3
201601,Clackamas,3,2,0,0,0,317,5
201601,Coos,3,2,0,0,0,276,5
201601,Curry,0,0,0,0,0,5,0
201601,Douglas,0,0,0,0,0,67,0
201601,Jackson,0,0,1,0,0,328,1
201601,Josephine,0,0,0,0,0,1099,0
201601,Klamath,0,0,1,0,0,630,1
201601,Lincoln,0,0,0,0,0,97,0
201601,Malheur,6,2,0,0,0,487,8
201601,Multnomah,0,0,0,0,0,126,0
201601,Tillamook,2,4,14,4,9,233,33
201601,Washington,4,2,0,0,0,103,6
201602,Benton,0,4,0,2,0,1076,6
201602,Clackamas,5,2,0,0,0,351,7
201602,Coos,4,1,0,0,0,304,5
201602,Douglas,1,1,0,0,0,91,2
201602,Jackson,0,0,1,0,0,513,1
201602,Josephine,1,2,0,0,0,1207,3
201602,Klamath,0,0,0,0,0,567,0
201602,Lincoln,0,0,0,0,0,85,0
201602,Malheur,7,6,0,0,0,489,13
201602,Morrow,0,0,0,0,0,261,0
201602,Multnomah,0,0,0,0,0,227,0
201602,Tillamook,11,17,2,14,6,344,50
201602,Washington,3,1,0,0,0,80,4
201603,Benton,0,0,0,0,0,857,0
201603,Clackamas,3,5,0,0,0,369,8
201603,Coos,4,0,0,0,0,261,4
201603,Douglas,0,0,0,0,0,75,0
201603,Josephine,1,0,1,0,0,954,2
201603,Lincoln,0,1,0,0,0,113,1
201603,Malheur,12,2,0,0,0,428,14
201603,Morrow,0,0,0,0,0,220,0
201603,Multnomah,0,0,0,0,0,145,0
201603,Tillamook,6,16,12,9,4,294,47
201603,Washington,2,3,0,0,0,80,5
201604,Benton,0,15,4,0,0,1111,19
201604,Clackamas,4,5,0,0,0,394,9
201604,Coos,1,3,0,0,0,310,4
201604,Douglas,0,0,0,0,0,90,0
201604,Josephine,1,1,0,0,0,923,2
201604,Klamath,0,0,1,1,0,586,2
201604,Lincoln,0,2,1,0,0,96,3
201604,Malheur,5,10,0,0,0,434,15
201604,Morrow,0,0,0,0,0,292,0
201604,Tillamook,8,15,10,7,2,284,42
201604,Washington,0,0,0,0,0,0,0
201605,Benton,0,7,2,2,0,1122,11
201605,Clackamas,6,6,0,0,0,416,12
201605,Coos,0,1,0,0,0,258,1
201605,Curry,0,0,0,0,0,7,0
201605,Douglas,0,0,0,0,0,73,0
201605,Jackson,0,0,2,0,0,512,2
201605,Josephine,2,3,0,0,0,1140,5
201605,Klamath,0,1,0,0,0,581,1
201605,Lincoln,0,0,1,0,0,93,1
201605,Malheur,18,17,0,0,0,512,35
201605,Morrow,0,0,0,0,0,282,0
201605,Tillamook,11,19,7,11,3,346,51
201606,Benton,0,14,1,0,0,1111,15
201606,Coos,0,0,0,0,0,238,0
201606,Douglas,0,0,0,0,0,78,0
201606,Josephine,2,3,0,0,0,936,5
201606,Klamath,1,1,1,0,0,574,3
201606,Lincoln,0,0,0,0,0,110,0
201606,Malheur,15,8,0,0,0,531,23
201606,Morrow,0,0,1,0,0,264,1
201606,Tillamook,1,10,15,1,5,300,32
201607,Benton,0,9,1,1,0,1120,11
201607,Coos,0,1,0,0,0,249,1
201607,Douglas,0,0,0,0,0,59,0
201607,Josephine,1,4,0,0,0,969,5
201607,Klamath,0,1,1,1,0,590,3
201607,Lincoln,0,1,0,0,0,93,1
201607,Malheur,26,23,0,0,0,612,49
201607,Morrow,0,0,0,0,0,202,0
201607,Multnomah,0,1,1,0,0,339,2
201607,Tillamook,3,16,14,6,4,389,43
201607,Washington,9,9,0,0,0,95,18
201608,Benton,0,1,2,0,0,1065,3
201608,Clackamas,6,7,0,0,0,410,13
201608,Coos,2,4,0,0,0,325,6
201608,Douglas,0,0,0,0,0,85,0
201608,Josephine,1,0,1,1,1,1005,4
201608,Klamath,1,1,1,0,0,634,3
201608,Lincoln,0,0,0,0,0,110,0
201608,Malheur,12,20,0,0,0,569,32
201608,Morrow,0,0,0,0,0,281,0
201608,Multnomah,0,0,0,0,0,319,0
201608,Tillamook,11,16,19,15,1,348,62
201608,Washington,2,5,0,0,0,80,7
201609,Benton,0,15,1,2,0,1092,18
201609,Clackamas,7,6,0,0,0,385,13
201609,Coos,0,2,0,0,0,299,2
201609,Curry,0,0,0,0,0,5,0
201609,Douglas,1,0,0,0,0,80,1
201609,Jackson,1,4,1,2,0,790,8
201609,Josephine,6,4,3,2,0,1219,15
201609,Klamath,0,0,0,0,0,589,0
201609,Lincoln,0,1,0,1,0,120,2
201609,Malheur,20,23,0,0,0,577,43
201609,Morrow,0,0,0,0,0,320,0
201609,Multnomah,0,0,0,0,0,361,0
201609,Tillamook,4,11,16,8,6,275,45
201609,Washington,9,9,0,0,0,85,18
201610,Benton,0,22,6,1,1,1110,30
201610,Coos,1,1,0,0,0,272,2
201610,Douglas,1,4,0,0,0,64,5
201610,Josephine,9,14,2,0,1,958,26
201610,Klamath,0,0,0,1,0,541,1
201610,Lincoln,0,0,1,0,0,103,1
201610,Malheur,11,23,0,0,0,529,34
201610,Morrow,0,1,0,0,0,337,1
201610,Multnomah,1,0,2,0,1,327,4
201610,Tillamook,8,14,10,8,4,349,44
201610,Washington,4,10,0,0,0,80,14
201611,Benton,0,11,2,1,0,817,14
201611,Coos,0,3,0,0,0,362,3
201611,Douglas,0,2,0,0,0,75,2
201611,Josephine,4,5,0,0,0,953,9
201611,Klamath,0,0,0,0,1,595,1
201611,Lincoln,0,0,0,0,0,90,0
201611,Malheur,24,5,1,0,0,509,30
201611,Morrow,0,0,0,0,0,296,0
201611,Multnomah,0,0,0,0,0,282,0
201611,Tillamook,13,23,16,9,6,183,67
201611,Washington,6,4,0,0,0,80,10
201612,Benton,0,1,3,1,1,327,6
201612,Clackamas,7,4,0,0,0,241,11
201612,Coos,1,2,0,0,0,282,3
201612,Douglas,0,0,0,0,0,78,0
201612,Josephine,2,2,0,0,0,736,4
201612,Klamath,0,0,0,0,0,513,0
201612,Lincoln,0,0,0,0,0,110,0
201612,Malheur,7,1,0,0,0,418,8
201612,Morrow,0,0,0,0,0,168,0
201612,Multnomah,0,2,1,0,0,325,3
201612,Tillamook,0,0,1,1,1,87,3
201613,Benton,0,1,1,1,0,1102,3
201613,Clackamas,5,14,0,0,0,399,19
201613,Coos,1,0,0,0,0,297,1
201613,Douglas,2,0,0,0,0,74,2
201613,Josephine,0,0,0,0,0,905,0
201613,Klamath,0,0,0,0,1,517,1
201613,Lincoln,0,0,0,0,0,91,0
201613,Malheur,11,9,0,1,0,499,21
201613,Morrow,0,0,0,0,0,255,0
201613,Multnomah,0,0,0,0,0,131,0
201613,Tillamook,5,24,14,11,4,185,58
201614,Benton,0,3,0,1,1,1079,5
201614,Coos,2,0,0,0,0,336,2
201614,Douglas,1,0,0,0,0,69,1
201614,Josephine,9,5,0,2,0,812,16
201614,Klamath,0,0,0,0,0,0,0
201614,Lincoln,0,3,0,0,0,117,3
201614,Malheur,7,7,0,0,0,463,14
201614,Morrow,0,0,0,0,0,265,0
201614,Multnomah,0,0,0,0,0,265,0
201614,Tillamook,5,19,10,7,7,306,48
201615,Benton,0,0,4,0,1,1021,5
201615,Clackamas,6,12,0,0,0,360,18
201615,Coos,0,1,0,0,0,308,1
201615,Douglas,0,0,0,0,0,9,0
201615,Josephine,2,3,0,0,0,778,5
201615,Klamath,0,0,0,0,1,608,1
201615,Lincoln,0,0,0,1,0,99,1
201615,Malheur,7,2,0,0,0,466,9
201615,Morrow,0,0,0,0,0,253,0
201615,Multnomah,0,0,0,0,0,351,0
201616,Benton,0,1,0,0,0,925,1
201616,Clackamas,4,3,0,0,0,337,7
201616,Coos,1,0,0,0,0,294,1
201616,Douglas,0,0,0,0,0,65,0
201616,Josephine,4,2,0,0,0,883,6
201616,Klamath,0,0,0,0,0,616,0
201616,Lincoln,0,0,0,0,0,100,0
201616,Malheur,11,11,0,0,0,496,22
201616,Morrow,0,0,0,0,0,275,0
201616,Multnomah,0,0,1,0,0,338,1
201616,Tillamook,0,0,0,2,1,82,3
201617,Benton,0,5,0,0,0,1027,5
201617,Coos,0,0,0,0,0,263,0
201617,Douglas,0,0,0,0,0,79,0
201617,Josephine,5,4,0,0,0,852,9
201617,Klamath,0,0,0,0,0,639,0
201617,Lincoln,0,1,0,0,0,103,1
201617,Malheur,6,4,0,0,0,506,10
201617,Morrow,0,0,0,0,0,275,0
201617,Multnomah,0,0,1,0,0,316,1
201618,Benton,0,2,0,0,0,1067,2
201618,Clackamas,3,4,0,0,0,337,7
201618,Coos,0,0,0,0,0,259,0
201618,Douglas,0,1,0,0,0,78,1
201618,Josephine,5,4,0,0,0,800,9
201618,Klamath,0,0,0,0,1,496,1
201618,Lincoln,0,1,0,0,0,103,1
201618,Malheur,6,2,0,0,0,496,8
201618,Multnomah,0,0,0,0,0,356,0
201619,Benton,0,1,0,0,0,991,1
201619,Coos,0,1,0,0,0,226,1
201619,Douglas,0,0,0,0,0,77,0
201619,Josephine,2,2,0,0,0,806,4
201619,Klamath,0,1,0,0,0,612,1
201619,Lincoln,0,0,0,0,0,98,0
201619,Malheur,7,4,0,0,0,426,11
201619,Morrow,0,0,0,0,0,288,0
201619,Tillamook,0,0,1,1,0,124,2
201620,Benton,0,0,0,0,0,999,0
201620,Coos,1,0,0,0,0,239,1
201620,Douglas,0,0,0,0,0,55,0
201620,Klamath,0,0,0,0,0,596,0
201620,Lincoln,0,0,0,0,0,78,0
