YEAR	WEEK	AGE 0-4	AGE 5-24	AGE 25-49	AGE 25-64	AGE 50-64	AGE 65	ILITOTAL	TOTAL PATIENTS	NUM. OF PROVIDERS	% Unweighted ILI	ILI	Day
2013	21	186	214	129	X	76	51	656	51766	146	1.2672410462	1.4281417711	1241
2013	22	177	198	92	X	58	37	562	45389	153	1.2381854634	1.4120452394	1248
2013	23	200	193	116	X	56	63	628	49999	152	1.2560251205	1.4179955211	1255
2013	24	190	164	106	X	80	38	578	44604	143	1.295847906	1.4657769983	1262
2013	25	186	159	109	X	76	35	565	46004	145	1.2281540736	1.4212154924	1269
2013	26	157	146	90	X	60	39	492	45144	142	1.0898458267	1.2666367529	1276
2013	27	127	102	87	X	40	38	394	38151	144	1.0327383293	1.248621635	1283
2013	28	141	115	68	X	55	28	407	44084	141	0.9232374558	1.068560871	1290
2013	29	123	136	80	X	42	33	414	43746	137	0.9463722397	1.1224324602	1297
2013	30	149	153	60	X	47	35	444	44397	135	1.0000675721	1.1637921762	1304
2013	31	105	139	83	X	46	33	406	43290	129	0.9378609379	1.0825289849	1311
2013	32	118	124	101	X	55	21	419	42089	126	0.9955095156	1.1587597499	1318
2013	33	122	147	86	X	44	31	430	43930	123	0.9788299567	1.1047246963	1325
2013	34	114	146	70	X	41	19	390	45893	120	0.8498028022	1.0319125801	1332
2013	35	114	255	86	X	51	31	537	45139	119	1.1896586101	1.3685126354	1339
2013	36	100	226	76	X	61	23	486	37503	121	1.2958963283	1.4694829203	1346
2013	37	132	279	91	X	62	19	583	44135	122	1.3209470941	1.515285993	1353
2013	38	123	266	96	X	63	28	576	42761	122	1.3470218189	1.4904667405	1360
2013	39	157	308	101	X	49	29	644	39986	124	1.6105636973	1.7099629283	1367
2013	40	234	402	182	X	80	82	980	88196	251	1.1111615039	1.3620843737	1374
2013	41	309	470	194	X	120	103	1196	89723	252	1.3329915406	1.5908427146	1381
2013	42	338	421	198	X	106	84	1147	86225	251	1.3302406495	1.5959671404	1388
2013	43	318	419	208	X	120	96	1161	90549	255	1.2821787099	1.5927557972	1395
2013	44	316	491	243	X	152	104	1306	89622	263	1.4572314833	1.7893570187	1402
2013	45	356	628	275	X	147	124	1530	91378	272	1.6743636324	2.0514374066	1409
2013	46	402	521	226	X	135	100	1384	85833	270	1.6124334463	2.0326268916	1416
2013	47	411	552	263	X	154	104	1484	89774	264	1.6530398556	1.9638218797	1423
2013	48	341	386	251	X	129	115	1222	62738	263	1.9477828429	2.3467886306	1430
2013	49	441	610	273	X	159	138	1621	89329	263	1.8146402624	2.1316072176	1437
2013	50	458	681	328	X	172	134	1773	84826	264	2.0901610355	2.5182447582	1444
2013	51	516	645	505	X	252	209	2127	82835	259	2.567755176	2.9405192848	1451
2013	52	602	571	531	X	248	209	2161	58333	251	3.7045925977	4.5326771078	1458
2014	1	649	616	700	X	338	233	2536	67849	258	3.7377116833	4.5657418466	1465
2014	2	698	877	814	X	453	287	3129	90477	260	3.458337478	4.1564099489	1472
2014	3	653	1082	831	X	392	340	3298	92064	262	3.5822905805	4.1908004743	1479
2014	4	764	1235	732	X	349	253	3333	86587	258	3.8493076328	4.6416326647	1486
2014	5	644	1217	735	X	386	244	3226	93786	251	3.4397458043	4.009101475	1493
2014	6	609	1031	567	X	336	267	2810	90576	256	3.102367073	3.6171502328	1500
2014	7	572	866	491	X	294	214	2437	89434	250	2.7249144621	3.2696390447	1507
2014	8	512	705	448	X	229	175	2069	82879	244	2.4964104297	3.2083493611	1514
2014	9	505	720	403	X	252	184	2064	87352	240	2.3628537412	2.9027604936	1521
2014	10	395	626	342	X	232	159	1754	83343	232	2.1045558715	2.5921584062	1528
2014	11	366	500	302	X	164	160	1492	81074	226	1.8402940523	2.1976768724	1535
2014	12	344	546	268	X	162	132	1452	80009	229	1.8147958355	2.1987787947	1542
2014	13	256	439	226	X	140	132	1193	78923	227	1.5115999138	1.8599700622	1549
2014	14	273	379	202	X	125	115	1094	71389	222	1.5324489767	1.8764540907	1556
2014	15	239	417	211	X	147	111	1125	74505	216	1.5099657741	1.745347983	1563
2014	16	192	471	211	X	135	114	1123	70835	210	1.5853744618	1.8188088415	1570
2014	17	173	369	222	X	135	111	1010	71038	201	1.4217742617	1.7245583391	1577
2014	18	199	400	193	X	113	107	1012	69113	195	1.4642686615	1.6358423139	1584
2014	19	181	401	192	X	126	101	1001	68091	192	1.4700914952	1.6728198672	1591
2014	20	213	362	207	X	118	122	1022	67315	187	1.518235163	1.7399610363	1598
2014	21	242	344	201	X	120	106	1013	65705	181	1.5417395936	1.9379466451	1605
2014	22	215	286	148	X	110	97	856	58104	178	1.4732204323	1.7583679336	1612
2014	23	228	275	155	X	102	69	829	60037	161	1.380815164	1.7024682469	1619
2014	24	198	267	159	X	95	77	796	59348	162	1.3412414909	1.66180714	1626
2014	25	182	203	139	X	92	68	684	58235	163	1.1745513866	1.5621608685	1633
2014	26	182	196	162	X	112	65	717	63396	172	1.1309861821	1.526319565	1640
2014	27	173	175	133	X	74	65	620	52982	174	1.1702087501	1.5837176966	1647
2014	28	140	179	126	X	88	86	619	61892	179	1.0001292574	1.329157901	1654
2014	29	144	177	123	X	82	96	622	60341	172	1.0308082398	1.3424722841	1661
2014	30	114	137	130	X	78	83	542	59617	172	0.9091366557	1.1605144509	1668
2014	31	99	136	126	X	78	71	510	60721	174	0.8399071162	1.1291047652	1675
2014	32	98	120	107	X	59	61	445	59120	171	0.7527063599	0.9647899509	1682
2014	33	112	127	106	X	58	54	457	58714	161	0.7783492864	0.9830975736	1689
2014	34	107	177	99	X	55	67	505	62115	156	0.8130081301	1.0731779078	1696
2014	35	147	247	119	X	65	46	624	62301	156	1.0015890596	1.216346297	1703
2014	36	134	267	106	X	54	57	618	55341	156	1.1167127446	1.459513168	1710
2014	37	156	369	154	X	67	65	811	64318	153	1.2609222924	1.6938514556	1717
2014	38	151	396	158	X	82	80	867	64708	154	1.3398652408	1.7297712786	1724
2014	39	150	380	129	X	62	65	786	59431	152	1.3225421077	1.648484022	1731
