YEAR	WEEK	AGE 0-4	AGE 5-24	AGE 25-49	AGE 25-64	AGE 50-64	AGE 65	ILITOTAL	TOTAL PATIENTS	NUM. OF PROVIDERS	% Unweighted ILI	ILI	Day
2012	25	23	19	11	X	4	5	62	11314	29	0.5479936362	0.5288174481	905
2012	26	20	16	10	X	5	2	53	10731	26	0.4938961886	0.4615510645	912
2012	27	12	12	7	X	8	3	42	9188	27	0.45711798	0.3935189469	919
2012	28	8	20	3	X	4	5	40	10880	27	0.3676470588	0.3155756462	926
2012	29	17	15	7	X	3	4	46	10661	26	0.4314792233	0.3727616583	933
2012	30	14	14	8	X	4	2	42	10668	27	0.3937007874	0.3532980136	940
2012	31	12	16	6	X	0	3	37	9976	26	0.3708901363	0.2655810016	947
2012	32	9	20	11	X	3	1	44	10631	27	0.4138839244	0.394693695	954
2012	33	11	11	7	X	3	2	34	11075	26	0.3069977427	0.2944337386	961
2012	34	12	13	9	X	2	1	37	9269	26	0.3991800626	0.3319955235	968
2012	35	13	20	7	X	2	2	44	10986	26	0.4005097397	0.3312681295	975
2012	36	22	17	10	X	4	4	57	9126	27	0.6245890861	0.5048910086	982
2012	37	16	25	11	X	3	3	58	11396	28	0.508950509	0.4383133722	989
2012	38	33	25	11	X	9	1	79	11594	29	0.6813869243	0.6140088035	996
2012	39	34	38	19	X	4	3	98	11296	29	0.8675637394	0.6465521602	1003
2012	40	33	47	30	X	7	9	126	18043	53	0.698331763	0.5726924023	1010
2012	41	39	40	30	X	13	10	132	17751	52	0.7436200777	0.6740989427	1017
2012	42	41	59	26	X	11	7	144	18153	56	0.7932573128	0.7428766728	1024
2012	43	30	50	24	X	17	7	128	18049	55	0.709180564	0.6847824952	1031
2012	44	47	61	36	X	15	13	172	17585	55	0.9781063406	0.8956942213	1038
2012	45	55	73	24	X	16	12	180	18129	54	0.992884329	0.8558778357	1045
2012	46	64	78	48	X	26	14	230	17632	54	1.304446461	1.091907645	1052
2012	47	55	83	42	X	10	12	202	13157	55	1.5353044007	1.1603907276	1059
2012	48	57	74	63	X	22	13	229	18377	53	1.246122871	0.9647967726	1066
2012	49	60	98	44	X	24	11	237	18002	55	1.3165203866	1.1464174915	1073
2012	50	84	119	65	X	31	19	318	18654	57	1.7047282084	1.5565471406	1080
2012	51	69	97	74	X	34	16	290	15113	55	1.9188777873	1.5378461994	1087
2012	52	83	139	112	X	44	22	400	10392	53	3.8491147036	3.3945947149	1094
2013	1	92	73	114	X	49	25	353	12833	53	2.7507207979	2.7754971652	1101
2013	2	84	155	166	X	62	29	496	18287	55	2.7123092908	2.5678754631	1108
2013	3	101	226	140	X	56	33	556	18817	53	2.9547749376	3.0081835057	1115
2013	4	98	226	135	X	42	25	526	15114	52	3.4802170173	3.6931649468	1122
2013	5	121	215	130	X	39	20	525	18794	54	2.7934447164	2.7823125638	1129
2013	6	129	165	111	X	56	22	483	18777	55	2.5722958939	2.4390030883	1136
2013	7	108	140	76	X	32	16	372	17433	52	2.1338840131	2.0919645104	1143
2013	8	93	100	75	X	32	15	315	16728	51	1.8830703013	1.858598067	1150
2013	9	44	84	53	X	34	11	226	17496	50	1.2917238226	1.4183849895	1157
2013	10	40	55	28	X	28	5	156	16639	47	0.9375563435	1.0299204094	1164
2013	11	46	62	36	X	22	13	179	15660	48	1.1430395913	1.07184919	1171
2013	12	38	39	28	X	20	3	128	15380	47	0.8322496749	0.6545238445	1178
2013	13	27	35	28	X	13	6	109	13744	47	0.7930733411	0.7386228932	1185
2013	14	20	25	28	X	16	7	96	14329	44	0.6699699909	0.721544963	1192
2013	15	14	21	16	X	8	3	62	14296	42	0.4336877448	0.4255992296	1199
2013	16	15	23	13	X	9	5	65	13648	44	0.4762602579	0.4044952139	1206
2013	17	15	16	20	X	5	5	61	14665	44	0.4159563587	0.3742567883	1213
2013	18	10	24	16	X	5	3	58	13341	41	0.4347500187	0.4393295316	1220
2013	19	3	13	3	X	4	2	25	12292	34	0.203384315	0.2092359975	1227
2013	20	8	13	12	X	1	2	36	11796	33	0.3051881994	0.3169062828	1234
2013	21	13	17	10	X	2	2	44	12138	34	0.3624979404	0.3015185788	1241
2013	22	4	10	4	X	2	4	24	9781	32	0.2453736837	0.2651270047	1248
2013	23	5	12	1	X	10	6	34	10918	29	0.3114123466	0.3446817171	1255
2013	24	8	8	10	X	4	2	32	10262	28	0.3118300526	0.349294443	1262
2013	25	4	6	5	X	6	2	23	8948	29	0.2570406795	0.284768691	1269
2013	26	2	2	5	X	4	1	14	8352	25	0.1676245211	0.1883863856	1276
2013	27	3	1	3	X	1	2	10	6965	23	0.1435750179	0.1526162344	1283
2013	28	6	4	6	X	4	1	21	8817	23	0.2381762504	0.2479972589	1290
2013	29	5	7	5	X	4	1	22	9297	24	0.2366354738	0.2238009048	1297
2013	30	6	3	3	X	2	4	18	8715	25	0.2065404475	0.237772175	1304
2013	31	5	3	0	X	2	0	10	8103	25	0.1234110823	0.1967578991	1311
2013	32	1	6	7	X	2	2	18	8147	24	0.2209402234	0.2123148267	1318
2013	33	4	1	6	X	2	0	13	7774	24	0.1672240803	0.1234120966	1325
2013	34	5	5	1	X	0	4	15	9204	23	0.1629726206	0.1275508237	1332
2013	35	4	4	6	X	0	0	14	8952	23	0.1563896336	0.1175548606	1339
2013	36	3	6	2	X	1	0	12	7486	22	0.1602992252	0.1383396122	1346
2013	37	11	7	4	X	1	1	24	9268	22	0.258955546	0.2047082128	1353
2013	38	11	8	8	X	3	0	30	9392	24	0.3194207836	0.2990621218	1360
2013	39	10	9	9	X	5	4	37	10984	25	0.3368536052	0.3410502771	1367
2013	40	12	34	17	X	8	2	73	15439	47	0.4728285511	0.4296084321	1374
2013	41	16	29	18	X	4	6	73	16277	45	0.4484855932	0.405646783	1381
2013	42	27	40	10	X	8	4	89	16246	50	0.5478271575	0.5114379919	1388
2013	43	21	27	19	X	10	4	81	16301	52	0.4969020306	0.5133269693	1395
2013	44	19	31	23	X	8	4	85	16163	51	0.5258924705	0.535648993	1402
2013	45	22	23	6	X	5	9	65	16308	52	0.3985773853	0.3797586467	1409
2013	46	19	40	13	X	9	2	83	15541	52	0.5340711666	0.5037126193	1416
2013	47	30	24	12	X	3	2	71	14644	48	0.4848402076	0.4693089067	1423
2013	48	22	22	16	X	8	1	69	10518	53	0.6560182544	0.6802238069	1430
2013	49	14	39	19	X	15	5	92	14380	52	0.6397774687	0.6532574679	1437
2013	50	25	43	39	X	15	7	129	14068	52	0.9169746943	0.8606920276	1444
2013	51	50	67	58	X	34	9	218	12065	51	1.8068794032	1.5075063486	1451
2013	52	107	90	109	X	54	22	382	8079	52	4.7283079589	3.5809671764	1458
2014	1	140	110	139	X	64	26	479	9599	49	4.9901031357	3.9916388439	1465
2014	2	101	174	182	X	93	26	576	14774	51	3.8987410315	3.3692805528	1472
2014	3	74	147	123	X	61	22	427	14425	51	2.9601386482	2.7580237505	1479
2014	4	63	120	89	X	36	15	323	13443	53	2.4027374842	2.403446514	1486
2014	5	45	96	69	X	35	9	254	13533	48	1.8768935195	1.7524009763	1493
2014	6	46	71	61	X	26	10	214	12961	50	1.6511071677	1.5912769078	1500
2014	7	46	64	36	X	18	3	167	13179	48	1.2671674634	1.2350270014	1507
2014	8	49	59	33	X	13	3	157	12667	48	1.2394410673	1.2914885621	1514
2014	9	34	44	11	X	15	5	109	13919	48	0.7831022344	0.6635867394	1521
2014	10	30	60	27	X	12	11	140	13949	49	1.0036561761	0.8281044859	1528
2014	11	21	38	10	X	6	0	75	12167	45	0.6164214679	0.6019353427	1535
2014	12	40	32	14	X	5	2	93	11420	42	0.8143607706	0.8148367731	1542
2014	13	19	30	10	X	5	7	71	10439	43	0.680141776	0.6693932393	1549
2014	14	46	37	12	X	5	5	105	11844	41	0.8865248227	0.7529038571	1556
2014	15	34	28	17	X	6	4	89	12204	42	0.7292690921	0.6331367968	1563
2014	16	29	42	22	X	6	2	101	11402	39	0.8858095071	0.7647846232	1570
2014	17	39	40	13	X	11	7	110	11892	37	0.924991591	0.7648923102	1577
2014	18	24	28	16	X	6	5	79	12219	36	0.6465340863	0.5154720992	1584
2014	19	34	32	25	X	5	6	102	11670	37	0.8740359897	0.7539092611	1591
2014	20	33	37	10	X	5	3	88	9950	32	0.8844221106	0.6439242701	1598
2014	21	15	22	10	X	4	2	53	8691	30	0.609826257	0.5785925261	1605
2014	22	10	11	2	X	2	2	27	7270	27	0.371389271	0.3646969757	1612
2014	23	7	13	2	X	1	4	27	6770	22	0.3988183161	0.3552792832	1619
2014	24	3	11	4	X	4	1	23	6314	20	0.3642698765	0.3581218025	1626
2014	25	6	5	6	X	2	0	19	4922	18	0.3860219423	0.3667640795	1633
2014	26	3	5	3	X	1	1	13	4826	18	0.269374223	0.2699150793	1640
2014	27	6	3	1	X	0	0	10	3404	16	0.2937720329	0.2812267304	1647
2014	28	3	4	2	X	2	3	14	4184	17	0.3346080306	0.3358472598	1654
2014	29	5	5	2	X	1	1	14	4471	17	0.3131290539	0.2567956839	1661
2014	30	4	2	0	X	0	0	6	3320	15	0.1807228916	0.1441824442	1668
2014	31	3	8	4	X	0	3	18	4288	15	0.4197761194	0.3931335535	1675
2014	32	4	3	1	X	1	1	10	4566	16	0.2190100745	0.218286544	1682
2014	33	2	2	3	X	1	0	8	4372	16	0.1829826167	0.1797701923	1689
2014	34	3	4	3	X	2	1	13	4997	16	0.2601560937	0.1978232399	1696
2014	35	3	0	2	X	0	1	6	4130	16	0.1452784504	0.1547412164	1703
2014	36	1	2	3	X	3	1	10	4550	16	0.2197802198	0.1921553964	1710
2014	37	1	3	4	X	3	3	14	5162	15	0.2712127083	0.2456469637	1717
2014	38	11	7	9	X	5	2	34	5744	18	0.5919220056	0.6168973142	1724
2014	39	9	10	2	X	1	1	23	7833	18	0.2936295161	0.285901242	1731
