YEAR	WEEK	AGE 0-4	AGE 5-24	AGE 25-49	AGE 25-64	AGE 50-64	AGE 65	ILITOTAL	TOTAL PATIENTS	NUM. OF PROVIDERS	% Unweighted ILI	ILI	Day
2012	10	857	1038	342	X	122	98	2457	90581	252	2.7124893742	2.0475294593	800
2012	11	935	1122	459	X	173	121	2810	89752	261	3.1308494518	2.3958312666	807
2012	12	734	842	353	X	135	110	2174	91596	255	2.3734660902	1.8800835496	814
2012	13	539	578	238	X	116	60	1531	90882	253	1.6846020114	1.3465100361	821
2012	14	488	541	258	X	95	82	1464	84855	247	1.7252960933	1.4435781016	828
2012	15	456	467	226	X	88	69	1306	86230	240	1.5145540995	1.1504639185	835
2012	16	379	454	207	X	86	58	1184	89176	246	1.3277114919	1.0351033575	842
2012	17	351	436	201	X	66	59	1113	88929	248	1.2515602334	0.935814616	849
2012	18	341	403	177	X	73	65	1059	80923	236	1.3086514341	1.0464303241	856
2012	19	265	311	135	X	69	41	821	74405	223	1.1034204691	0.9595346972	863
2012	20	274	243	122	X	64	43	746	71730	220	1.0400111529	0.8153034034	870
2012	21	240	206	93	X	40	41	620	64928	198	0.9549038935	0.6646069468	877
2012	22	267	194	112	X	44	29	646	58995	203	1.0950080515	0.7566880238	884
2012	23	256	166	101	X	42	39	604	62438	199	0.9673596207	0.6414698958	891
2012	24	195	130	90	X	31	26	472	60942	186	0.7745069082	0.5287652895	898
2012	25	242	122	75	X	27	26	492	60491	186	0.8133441338	0.5706943654	905
2012	26	225	112	89	X	39	21	486	58952	184	0.8243995115	0.5454642576	912
2012	27	199	149	77	X	32	29	486	50496	187	0.9624524715	0.7082511807	919
2012	28	225	143	83	X	44	22	517	61348	186	0.8427332594	0.6114422859	926
2012	29	198	148	75	X	30	24	475	59768	180	0.79473966	0.4981025457	933
2012	30	229	157	91	X	40	28	545	62243	195	0.8756004691	0.6072559643	940
2012	31	252	175	111	X	36	33	607	57244	195	1.0603731395	0.716939317	947
2012	32	188	161	70	X	37	28	484	57465	197	0.8422518054	0.6120801361	954
2012	33	212	150	93	X	37	32	524	64584	200	0.8113464635	0.4900292402	961
2012	34	276	217	87	X	34	34	648	70328	201	0.9213968832	0.6191858941	968
2012	35	264	267	121	X	34	31	717	72946	205	0.9829188715	0.6512380872	975
2012	36	245	217	131	X	37	27	657	62051	194	1.0588064656	0.7458642536	982
2012	37	283	332	139	X	57	49	860	76916	201	1.1181028655	0.763046155	989
2012	38	242	346	159	X	41	39	827	74362	206	1.1121271617	0.831471114	996
2012	39	313	295	126	X	48	40	822	74964	211	1.0965263326	0.7950324408	1003
2012	40	367	447	160	X	81	45	1100	92277	270	1.1920630276	1.0259014754	1010
2012	41	385	450	167	X	60	65	1127	95367	272	1.1817505007	0.9705312213	1017
2012	42	422	467	196	X	78	51	1214	98444	276	1.2331884117	1.0030846379	1024
2012	43	382	432	184	X	69	62	1129	96109	273	1.1747078838	0.9519165272	1031
2012	44	421	497	192	X	93	50	1253	94332	268	1.3282873256	1.0638957987	1038
2012	45	449	521	235	X	121	66	1392	97338	276	1.4300684214	1.1489223172	1045
2012	46	456	524	229	X	105	70	1384	94724	276	1.4610869473	1.2141838864	1052
2012	47	481	493	212	X	94	65	1345	73230	275	1.8366789567	1.569020562	1059
2012	48	596	694	331	X	136	81	1838	101057	285	1.8187755425	1.5494174012	1066
2012	49	711	1066	405	X	171	119	2472	98482	275	2.5101033691	2.1398351262	1073
2012	50	953	1493	542	X	247	154	3389	99627	280	3.4016882973	2.9688184318	1080
2012	51	1131	1620	762	X	295	197	4005	87894	268	4.5566250256	4.161720361	1087
2012	52	1116	1208	828	X	397	340	3889	64879	267	5.9942354229	5.712323234	1094
2013	1	968	850	874	X	498	355	3545	76213	277	4.6514374188	4.4815841777	1101
2013	2	958	1302	941	X	457	335	3993	100648	280	3.9672919482	3.8297418874	1108
2013	3	934	1560	703	X	336	285	3818	99804	283	3.825497976	3.7046493151	1115
2013	4	776	1379	562	X	250	185	3152	91308	279	3.4520523941	3.3154549171	1122
2013	5	799	1244	500	X	245	188	2976	93673	269	3.1770093837	2.9791364574	1129
2013	6	692	1140	530	X	206	151	2719	94067	272	2.8904929465	2.6866906848	1136
2013	7	639	1020	440	X	200	138	2437	91793	265	2.6548865382	2.4344233169	1143
2013	8	562	919	388	X	164	149	2182	89608	270	2.4350504419	2.2959624002	1150
2013	9	601	893	389	X	196	129	2208	91327	263	2.4176858979	2.1436831372	1157
2013	10	594	753	347	X	167	103	1964	87465	266	2.2454696164	1.9789010826	1164
2013	11	531	807	350	X	198	119	2005	81778	257	2.451759642	2.1400877283	1171
2013	12	510	694	312	X	157	114	1787	84477	261	2.1153686802	1.7710742782	1178
2013	13	464	571	291	X	152	87	1565	82023	259	1.9080014142	1.5747997657	1185
2013	14	452	515	270	X	116	103	1456	83873	255	1.7359579364	1.3994525825	1192
2013	15	401	405	232	X	112	92	1242	85136	254	1.4588423229	1.2203629889	1199
2013	16	342	417	202	X	100	95	1156	84646	254	1.3656876875	1.1316826585	1206
2013	17	338	390	175	X	91	69	1063	86054	255	1.2352708764	0.9719241268	1213
2013	18	330	334	140	X	56	62	922	82115	252	1.1228155635	0.8439752549	1220
2013	19	340	295	157	X	77	58	927	79506	238	1.1659497396	0.8573975871	1227
2013	20	329	271	113	X	68	74	855	70192	234	1.2180875313	0.8527810397	1234
2013	21	272	232	121	X	54	78	757	68724	218	1.1015074792	0.8167450814	1241
2013	22	293	222	112	X	75	70	772	59522	215	1.2969994288	0.9946130957	1248
2013	23	299	233	130	X	75	76	813	66604	207	1.2206474086	0.8787607192	1255
2013	24	266	181	122	X	61	57	687	57991	208	1.1846665862	0.860911664	1262
2013	25	246	185	122	X	71	64	688	62890	205	1.0939736047	0.7931333458	1269
2013	26	239	179	106	X	56	69	649	64644	206	1.003960151	0.7710076434	1276
2013	27	230	185	76	X	48	48	587	53803	203	1.0910172295	0.9270302467	1283
2013	28	225	170	107	X	65	55	622	65578	202	0.9484888225	0.7177987248	1290
2013	29	173	166	100	X	46	26	511	61733	196	0.8277582492	0.6667986161	1297
2013	30	200	139	91	X	63	40	533	65488	206	0.8138895676	0.6247771546	1304
2013	31	182	133	98	X	41	29	483	60526	194	0.7980041635	0.6695850276	1311
2013	32	151	138	83	X	38	40	450	63030	194	0.7139457401	0.538487356	1318
2013	33	190	156	106	X	55	38	545	61661	190	0.8838650038	0.7222010579	1325
2013	34	170	162	108	X	45	35	520	67361	190	0.7719600362	0.648329515	1332
2013	35	186	185	112	X	52	48	583	69409	189	0.8399487098	0.7313467105	1339
2013	36	205	225	108	X	50	37	625	66410	198	0.9411233248	0.7304979759	1346
2013	37	237	304	109	X	54	44	748	72163	198	1.0365422724	0.8197364925	1353
2013	38	285	283	132	X	75	31	806	71068	194	1.1341250633	0.8867733902	1360
2013	39	265	307	135	X	69	52	828	72974	199	1.1346506975	0.8876148341	1367
2013	40	402	435	207	X	110	76	1230	107977	272	1.1391314817	0.8858381036	1374
2013	41	480	470	244	X	100	93	1387	111718	285	1.2415188242	1.0391416996	1381
2013	42	453	495	227	X	119	87	1381	111033	282	1.2437743734	0.9872006644	1388
2013	43	501	557	241	X	122	91	1512	112030	287	1.3496384897	1.1149328629	1395
2013	44	546	558	245	X	129	97	1575	111086	289	1.4178204274	1.1773149565	1402
2013	45	540	572	262	X	145	84	1603	110203	284	1.4545883506	1.2143026377	1409
2013	46	568	533	277	X	123	96	1597	110916	290	1.4398283386	1.1659126689	1416
2013	47	553	568	267	X	121	73	1582	105822	291	1.4949632402	1.2001542283	1423
2013	48	550	478	277	X	125	97	1527	76844	288	1.9871427828	1.6854200495	1430
2013	49	716	656	356	X	162	119	2009	104733	292	1.9182110701	1.5657629044	1437
2013	50	694	693	381	X	154	89	2011	96284	292	2.0886128536	1.7217670565	1444
2013	51	831	814	544	X	200	120	2509	99744	292	2.5154395252	2.1465731938	1451
2013	52	980	813	656	X	253	134	2836	70265	292	4.036148865	3.5967403109	1458
2014	1	961	644	802	X	376	211	2994	76934	292	3.8916473861	3.3705979933	1465
2014	2	832	671	734	X	358	171	2766	89625	311	3.0861924686	2.7974866354	1472
2014	3	776	854	720	X	345	196	2891	107886	303	2.6796804034	2.5236272489	1479
2014	4	735	967	573	X	269	157	2701	100136	306	2.697331629	2.6463593013	1486
2014	5	586	783	524	X	243	128	2264	99468	307	2.2761088993	2.2293349944	1493
2014	6	552	791	443	X	214	105	2105	102496	311	2.0537386825	2.0312083269	1500
2014	7	602	737	430	X	177	114	2060	105737	302	1.9482300425	1.9136625789	1507
2014	8	607	742	437	X	206	129	2121	106004	302	2.0008678918	1.9834283302	1514
2014	9	605	774	390	X	200	120	2089	110749	303	1.8862472799	1.8151052096	1521
2014	10	553	650	384	X	187	97	1871	105815	295	1.7681803147	1.7522432514	1528
2014	11	578	633	357	X	179	108	1855	104495	290	1.7752045552	1.6458892151	1535
2014	12	492	573	375	X	170	121	1731	104977	290	1.6489326233	1.6152797655	1542
2014	13	556	597	367	X	170	99	1789	106022	286	1.6873856369	1.5009492728	1549
2014	14	550	576	345	X	184	133	1788	108844	284	1.6427180184	1.4576630684	1556
2014	15	574	539	338	X	185	95	1731	109956	278	1.5742660701	1.3385358484	1563
2014	16	472	455	298	X	157	105	1487	103126	268	1.4419254116	1.2296839121	1570
2014	17	512	453	328	X	145	103	1541	104758	264	1.471009374	1.2150891307	1577
2014	18	403	493	293	X	153	104	1446	103556	266	1.3963459384	1.2162251124	1584
2014	19	538	471	264	X	142	87	1502	96790	261	1.5518132038	1.2568976545	1591
2014	20	402	355	218	X	181	83	1239	90949	257	1.3623019494	1.1769960424	1598
2014	21	425	352	216	X	122	63	1178	82395	233	1.429698404	1.218701422	1605
2014	22	349	249	163	X	93	69	923	76681	235	1.2036880062	0.7541991978	1612
2014	23	366	263	190	X	116	72	1007	84194	225	1.1960472243	0.8532053854	1619
2014	24	299	244	168	X	100	65	876	77368	203	1.1322510599	0.8130248702	1626
2014	25	300	229	151	X	104	69	853	78169	204	1.0912254218	0.7619228031	1633
2014	26	244	177	113	X	73	39	646	69933	191	0.9237412952	0.7619982027	1640
2014	27	209	129	77	X	51	38	504	62236	174	0.8098206826	0.6973579533	1647
2014	28	209	117	85	X	44	40	495	68130	173	0.7265521797	0.52883321	1654
2014	29	174	114	90	X	47	29	454	69784	171	0.6505789293	0.4872225866	1661
2014	30	182	107	87	X	33	37	446	70470	171	0.6328934298	0.4775117472	1668
2014	31	176	128	84	X	35	35	458	70298	173	0.6515121341	0.5479020267	1675
2014	32	176	137	103	X	40	22	478	67962	170	0.7033342162	0.6000501262	1682
2014	33	157	138	114	X	44	34	487	69349	172	0.7022451658	0.5858316229	1689
2014	34	165	167	113	X	44	34	523	69944	168	0.74774105	0.543032178	1696
2014	35	161	192	106	X	46	27	532	76478	170	0.6956248856	0.5540607509	1703
2014	36	239	262	131	X	56	25	713	76502	190	0.9320017777	0.7042564524	1710
2014	37	372	476	182	X	97	57	1184	90742	197	1.3047982191	0.8707016141	1717
2014	38	384	473	207	X	97	56	1217	90641	195	1.3426595029	0.9685424378	1724
2014	39	289	354	199	X	101	56	999	87795	196	1.1378780113	0.7815316701	1731
