YEAR	WEEK	AGE 0-4	AGE 5-24	AGE 25-49	AGE 25-64	AGE 50-64	AGE 65	ILITOTAL	TOTAL PATIENTS	NUM. OF PROVIDERS	% Unweighted ILI	ILI	Day
2013	25	80	115	75	X	20	15	305	42380	84	0.7196790939	0.6558906808	1269
2013	26	81	98	70	X	21	13	283	43575	86	0.6494549627	0.6179536283	1276
2013	27	63	75	53	X	19	7	217	37005	85	0.5864072423	0.5612133377	1283
2013	28	63	87	63	X	19	12	244	43043	82	0.5668749855	0.4991373969	1290
2013	29	58	82	71	X	20	14	245	40225	79	0.609073959	0.5736389026	1297
2013	30	69	113	88	X	28	20	318	42480	80	0.7485875706	0.718513079	1304
2013	31	55	92	76	X	28	6	257	44128	82	0.5823966642	0.5088053759	1311
2013	32	66	87	83	X	24	7	267	40359	74	0.6615624768	0.5071888542	1318
2013	33	50	76	70	X	17	11	224	39101	75	0.572875374	0.4659345786	1325
2013	34	49	82	63	X	24	5	223	40964	74	0.5443804316	0.4433583945	1332
2013	35	24	73	42	X	13	8	160	16376	51	0.9770395701	0.7480554636	1339
2013	36	72	114	62	X	27	8	283	35592	73	0.7951224994	0.6944245496	1346
2013	37	36	46	33	X	14	9	138	32012	44	0.4310883419	0.355212451	1353
2013	38	55	65	21	X	10	6	157	34433	56	0.4559579473	0.3874164206	1360
2013	39	67	111	43	X	22	11	254	39091	69	0.6497659308	0.5916976514	1367
2013	40	111	178	74	X	28	17	408	53638	119	0.7606547597	0.6873337643	1374
2013	41	133	194	101	X	46	18	492	57938	121	0.8491836101	0.7350412064	1381
2013	42	111	149	93	X	23	15	391	54341	119	0.719530373	0.6442343347	1388
2013	43	143	245	90	X	31	30	539	59662	125	0.9034226141	0.8124387674	1395
2013	44	198	230	151	X	53	15	647	71138	114	0.9094998454	0.7163201435	1402
2013	45	204	250	157	X	66	20	697	75778	120	0.9197920241	0.7521114167	1409
2013	46	172	233	134	X	33	23	595	68570	118	0.867726411	0.6958824174	1416
2013	47	273	353	218	X	83	26	953	74943	119	1.2716331078	0.9536337054	1423
2013	48	288	302	203	X	57	44	894	65805	120	1.35855938	0.9959167323	1430
2013	49	186	330	250	X	57	37	860	52328	119	1.6434795903	1.5274589283	1437
2013	50	197	413	248	X	78	31	967	55812	119	1.7326023077	1.6023491479	1444
2013	51	352	661	502	X	168	48	1731	75970	112	2.2785309991	2.0025512704	1451
2013	52	378	547	521	X	175	79	1700	44248	116	3.8419815585	3.6625019125	1458
2014	1	331	333	534	X	194	89	1481	49107	117	3.0158633189	2.9621495283	1465
2014	2	310	488	488	X	193	96	1575	59185	120	2.6611472501	2.5663820867	1472
2014	3	296	439	403	X	166	85	1389	58552	120	2.3722503074	2.2581444012	1479
2014	4	294	421	353	X	116	65	1249	56094	120	2.2266196028	2.0926226401	1486
2014	5	255	387	279	X	112	47	1080	55858	119	1.9334741666	1.7844143859	1493
2014	6	258	391	247	X	112	26	1034	55475	120	1.8639026589	1.7677879503	1500
2014	7	225	347	226	X	81	43	922	55787	118	1.6527147902	1.502109538	1507
2014	8	260	342	198	X	91	37	928	56747	120	1.6353287398	1.5093411401	1514
2014	9	226	333	167	X	53	34	813	59424	119	1.3681340872	1.2317049032	1521
2014	10	206	308	166	X	55	27	762	53132	106	1.434163969	1.3740903832	1528
2014	11	203	295	124	X	47	41	710	59410	119	1.1950850025	1.1248163425	1535
2014	12	196	269	133	X	32	16	646	58885	119	1.097053579	0.9920998304	1542
2014	13	160	218	129	X	46	18	571	56267	117	1.0148044147	0.9063758089	1549
2014	14	138	254	128	X	36	19	575	53620	114	1.0723610593	0.9379779737	1556
2014	15	130	224	115	X	52	27	548	54642	109	1.0028915486	0.9048860851	1563
2014	16	99	209	106	X	34	14	462	50203	111	0.9202637293	0.829482131	1570
2014	17	104	224	125	X	42	19	514	49216	100	1.0443758127	1.0414920117	1577
2014	18	129	193	106	X	26	17	471	53238	110	0.8847064127	0.7923517568	1584
2014	19	100	186	82	X	15	15	398	33491	104	1.1883789675	0.6296622845	1591
2014	20	107	174	76	X	16	15	388	34629	105	1.1204481793	0.6595962706	1598
2014	21	114	152	76	X	29	15	386	33645	104	1.1472729975	0.6208266936	1605
2014	22	109	115	70	X	13	15	322	30081	99	1.0704431369	0.55381171	1612
2014	23	36	32	13	X	5	7	93	20444	98	0.4549011935	0.4393732793	1619
2014	24	80	104	57	X	11	7	259	31351	98	0.826129948	0.5781779045	1626
2014	25	18	14	8	X	3	4	47	13591	56	0.3458170848	0.4157803427	1633
2014	26	73	82	50	X	14	11	230	31258	95	0.7358116322	0.6013035326	1640
2014	27	52	81	63	X	9	2	207	26617	95	0.7776984634	0.6530738614	1647
2014	28	34	95	47	X	10	3	189	30847	95	0.6127013972	0.3980484661	1654
2014	29	44	69	31	X	3	6	153	28574	94	0.5354518093	0.4134824885	1661
2014	30	56	93	60	X	15	5	229	29297	93	0.7816499983	0.4680045918	1668
2014	31	31	84	45	X	8	6	174	30127	93	0.5775550171	0.4232566042	1675
2014	32	38	88	48	X	11	5	190	31038	94	0.6121528449	0.4439391469	1682
2014	33	65	93	46	X	11	9	224	31386	93	0.7136940037	0.580091707	1689
2014	34	45	104	52	X	10	4	215	30818	91	0.6976442339	0.5394532042	1696
2014	35	47	123	52	X	9	2	233	31036	89	0.7507410749	0.6203583563	1703
2014	36	20	33	10	X	4	1	68	16097	62	0.4224389638	0.488968916	1710
2014	37	67	172	76	X	20	10	345	31890	91	1.0818438382	0.7318602863	1717
2014	38	63	138	61	X	16	11	289	31075	91	0.9300080451	0.6149686772	1724
2014	39	51	134	64	X	22	4	275	30031	90	0.9157204222	0.5808024562	1731
